podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,flash_id,url
422,503,196,259,16,36,24,52,125.0,175.0,63.0,86.0,5.0,26.0,4.0,18.0,8,13,9,16,SMv9ija5,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=SMv9ija5
202,266,311,381,23,52,17,41,51.0,80.0,47.0,77.0,8.0,26.0,6.0,18.0,10,14,5,10,Kdy1gCUh,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=Kdy1gCUh
257,314,412,463,29,49,27,43,68.0,100.0,152.0,180.0,5.0,20.0,10.0,28.0,8,15,6,10,Kz0QtZpm,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Kz0QtZpm
189,264,249,332,15,44,27,68,52.0,89.0,59.0,101.0,4.0,20.0,4.0,29.0,9,15,12,15,0fLaeYat,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0fLaeYat
198,270,307,391,24,56,13,35,64.0,99.0,63.0,100.0,3.0,16.0,1.0,16.0,13,19,13,16,tjlZvDFa,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=tjlZvDFa
250,341,230,300,20,45,16,43,115.0,165.0,69.0,106.0,8.0,16.0,7.0,21.0,11,21,6,11,hn1AFdnl,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=hn1AFdnl
374,472,238,341,22,60,24,66,128.0,181.0,44.0,89.0,7.0,26.0,4.0,18.0,6,8,10,21,0EqxY42F,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=0EqxY42F
413,492,202,280,16,41,17,52,123.0,157.0,51.0,85.0,9.0,29.0,4.0,14.0,7,8,11,19,Y5MqUe1s,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=Y5MqUe1s
424,498,236,322,26,44,20,56,90.0,132.0,37.0,70.0,3.0,21.0,3.0,7.0,11,14,12,18,2aTaQD06,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=2aTaQD06
254,314,324,399,13,43,27,49,49.0,82.0,60.0,82.0,3.0,24.0,7.0,23.0,8,15,10,13,hltUZQX2,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=hltUZQX2
487,569,269,364,33,62,26,60,151.0,202.0,64.0,102.0,10.0,29.0,0.0,2.0,11,17,13,20,QaaIDzH0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=QaaIDzH0
178,243,338,414,15,44,22,45,50.0,74.0,109.0,158.0,3.0,7.0,8.0,37.0,6,15,11,15,hO0hqmeA,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=hO0hqmeA
336,424,249,335,29,61,20,58,91.0,130.0,60.0,104.0,9.0,30.0,6.0,18.0,15,19,6,12,Qya0sRPM,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Qya0sRPM
446,525,341,414,15,40,26,55,81.0,125.0,69.0,92.0,2.0,14.0,2.0,21.0,7,12,8,13,8d2Py5mp,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=8d2Py5mp
206,274,297,364,20,53,26,53,43.0,71.0,66.0,100.0,5.0,17.0,2.0,24.0,12,21,7,13,GM5XZrId,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GM5XZrId
254,339,383,453,25,56,15,40,50.0,94.0,65.0,88.0,3.0,14.0,2.0,27.0,4,9,8,10,hALJUmtH,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=hALJUmtH
193,250,542,600,31,48,14,31,49.0,73.0,163.0,201.0,4.0,17.0,4.0,23.0,7,15,3,4,drSAW9B4,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=drSAW9B4
222,309,285,372,15,47,32,73,44.0,83.0,85.0,134.0,7.0,22.0,7.0,27.0,11,22,10,13,dd7qo9Qc,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=dd7qo9Qc
229,311,177,248,20,53,18,41,62.0,96.0,76.0,115.0,7.0,34.0,4.0,22.0,6,13,4,7,xYByIAdB,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=xYByIAdB
311,388,300,374,18,41,22,55,71.0,114.0,71.0,99.0,8.0,36.0,4.0,18.0,10,13,14,17,YuFKLhcn,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=YuFKLhcn
364,442,244,314,16,47,23,47,78.0,110.0,49.0,81.0,2.0,18.0,3.0,8.0,8,17,8,11,8MoGASlo,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8MoGASlo
410,480,239,320,26,54,29,67,64.0,98.0,50.0,88.0,9.0,30.0,2.0,11.0,8,13,11,14,bm0pGlRN,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=bm0pGlRN
211,278,363,433,22,48,36,59,65.0,96.0,92.0,120.0,6.0,21.0,7.0,20.0,14,18,8,14,OUo23BsI,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=OUo23BsI
231,298,348,409,23,48,19,32,77.0,116.0,75.0,110.0,5.0,15.0,6.0,31.0,5,8,9,20,ITvB1kCU,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=ITvB1kCU
452,514,255,315,20,44,18,44,105.0,136.0,57.0,94.0,1.0,17.0,1.0,14.0,7,13,6,9,OUT2YVth,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=OUT2YVth
251,319,266,334,18,54,28,47,49.0,90.0,78.0,112.0,4.0,16.0,1.0,14.0,9,16,13,21,G4rf5XC5,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=G4rf5XC5
234,314,272,363,24,53,21,51,51.0,79.0,74.0,124.0,5.0,13.0,3.0,19.0,14,20,11,23,U78TJWRb,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=U78TJWRb
240,300,333,403,15,42,22,47,67.0,101.0,46.0,87.0,7.0,15.0,6.0,18.0,5,7,4,7,jqAR3Ky1,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=jqAR3Ky1
375,457,235,301,20,43,18,51,82.0,119.0,60.0,97.0,4.0,28.0,3.0,21.0,4,6,5,12,2JyvDOEE,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=2JyvDOEE
371,430,329,398,31,53,17,36,102.0,131.0,67.0,99.0,5.0,22.0,5.0,8.0,7,12,10,16,fHGI5t7l,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=fHGI5t7l
345,424,364,439,32,66,19,46,39.0,65.0,108.0,152.0,2.0,16.0,5.0,21.0,10,16,9,16,Od8Z1b6D,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Od8Z1b6D
436,499,212,282,29,39,18,56,157.0,195.0,25.0,58.0,6.0,25.0,1.0,6.0,7,15,5,10,tEjqishe,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=tEjqishe
283,349,244,311,24,51,16,34,80.0,119.0,64.0,94.0,4.0,17.0,3.0,14.0,11,16,8,15,OYPnB2qR,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=OYPnB2qR
572,638,153,222,19,35,15,53,150.0,196.0,29.0,51.0,4.0,30.0,0.0,1.0,6,6,8,12,nPjw9FDt,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=nPjw9FDt
469,543,226,311,18,40,26,66,122.0,164.0,61.0,95.0,8.0,34.0,4.0,12.0,16,20,14,25,fkfo7grg,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=fkfo7grg
248,315,355,428,18,58,27,53,,,,,4.0,17.0,4.0,15.0,10,15,9,19,MRhRBEoD,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MRhRBEoD
388,473,213,284,34,48,22,54,,,,,11.0,37.0,6.0,19.0,7,9,8,15,pIwRSRAT,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=pIwRSRAT
