kolejka,gospodarz,gosc,mecze_treningowe,gole_gosp,gole_gosc,suma_goli,wynik_1x2,btts_rzecz,over05_rzecz,over15_rzecz,over25_rzecz,over35_rzecz,lambda_home,lambda_away,lambda_total,p_home,p_draw,p_away,wynik_pred,czy_trafil,log_loss,p_btts,p_under_05,p_under_15,p_under_25,p_under_35,p_over_05,p_over_15,p_over_25,p_over_35,blad_lambda_home,blad_lambda_away,jest_beniaminek,ben_druzyna,n_mecze_ben,waga_priora,p_h_cal,p_d_cal,p_a_cal,wynik_pred_cal,ll_cal
17,Korona Kielce,Cracovia,756,0,1,1,A,0,1,0,0,0,1.3254,1.1435,2.4689,0.4082,0.2707,0.3212,H,0,1.1358,0.5003,0.0847,0.2937,0.5518,0.7642,0.9153,0.7063,0.4482,0.2358,1.3254,0.1435,0,,,,0.43466355021160047,0.2839651973924923,0.28137125239590727,H,1.268080298738981
17,GKS Katowice,Pogoń Szczecin,756,2,0,2,H,0,1,1,0,0,1.5896,1.6354,3.225,0.3737,0.2332,0.3931,A,0,0.9844,0.6409,0.0398,0.168,0.3747,0.597,0.9602,0.832,0.6253,0.403,0.4104,1.6354,0,,,,0.4244410941387185,0.27145370046937756,0.30410520539190394,H,0.8569820481393423
17,Piast Gliwice,Widzew Łódź,756,0,2,2,A,0,1,1,0,0,1.3162,0.8101,2.1263,0.4853,0.2847,0.23,H,0,1.4695,0.4063,0.1193,0.3729,0.6425,0.8336,0.8807,0.6271,0.3575,0.1664,1.3162,1.1899,0,,,,0.4612394084813189,0.2886854453157617,0.25007514620291943,H,1.3859938214747767
18,Arka Gdynia,Motor Lublin,765,1,0,1,H,0,1,0,0,0,1.2531,1.4701,2.7232,0.3227,0.2552,0.4221,A,0,1.131,0.5502,0.0657,0.2445,0.4879,0.709,0.9343,0.7555,0.5121,0.291,0.2531,1.4701,1,Arka Gdynia,17.0,0.3704,0.4051893045095615,0.281516930009471,0.31329376548096755,H,0.9034009025394889
18,Bruk-Bet Termalica Nieciecza,Jagiellonia Białystok,765,2,1,3,H,1,1,1,1,0,1.2632,2.0223,3.2855,0.2359,0.2145,0.5497,A,0,1.4445,0.6223,0.0374,0.1604,0.3624,0.5836,0.9626,0.8396,0.6376,0.4164,0.7368,1.0223,1,Bruk-Bet Termalica Nieciecza,17.0,0.3704,0.37373340299518465,0.27264777685232483,0.35361882015249063,H,0.9842125619650948
18,Lechia Gdańsk,Górnik Zabrze,765,5,2,7,H,1,1,1,1,1,1.4937,1.5629,3.0566,0.3648,0.2403,0.395,A,0,1.0085,0.613,0.047,0.1909,0.4106,0.6346,0.953,0.8091,0.5894,0.3654,3.5063,0.4371,0,,,,0.42095807712224614,0.274366524232962,0.3046753986447918,H,0.8652220295401771
18,Pogoń Szczecin,Radomiak Radom,765,2,2,4,D,1,1,1,1,1,2.2453,1.3043,3.5496,0.5866,0.1987,0.2147,H,0,1.6159,0.6515,0.0287,0.1307,0.3118,0.526,0.9713,0.8693,0.6882,0.474,0.2453,0.6957,0,,,,0.49704629935527234,0.25674504984204577,0.24620865080268178,H,1.3596717104292613
18,Korona Kielce,Wisła Płock,765,1,1,2,D,1,1,1,0,0,0.8986,0.8212,1.7198,0.3527,0.3377,0.3096,H,0,1.0855,0.3321,0.1791,0.4871,0.752,0.9038,0.8209,0.5129,0.248,0.0962,0.1014,0.1788,1,Wisła Płock,17.0,0.3704,0.4140142731168794,0.307536137390137,0.2784495894929835,H,1.1791626786725697
18,Cracovia,Lech Poznań,765,2,2,4,D,1,1,1,1,1,1.4593,1.447,2.9063,0.379,0.2474,0.3735,H,0,1.3966,0.587,0.0547,0.2136,0.4445,0.6682,0.9453,0.7864,0.5555,0.3318,0.5407,0.553,0,,,,0.42552603008035816,0.27646580331672904,0.29800816660291285,H,1.2856681426422303
18,Raków Częstochowa,GKS Katowice,765,1,0,1,H,0,1,0,0,0,1.8584,0.8986,2.757,0.5996,0.2229,0.1775,H,1,0.5115,0.5004,0.0635,0.2385,0.4798,0.7015,0.9365,0.7615,0.5202,0.2985,0.8584,0.8986,0,,,,0.5016203074411737,0.26767182251663857,0.23070787004218776,H,0.6899118051536413
18,Piast Gliwice,Legia Warszawa,765,2,0,2,H,0,1,1,0,0,1.0835,0.9665,2.05,0.3787,0.3032,0.3181,H,1,0.971,0.4099,0.1287,0.3926,0.6631,0.848,0.8713,0.6074,0.3369,0.152,0.9165,0.9665,0,,,,0.42371761908427047,0.29566119728396995,0.2806211836317596,H,0.8586880383476273
18,Zagłębie Lubin,Widzew Łódź,765,2,1,3,H,1,1,1,1,0,1.5183,1.1407,2.659,0.4596,0.2551,0.2854,H,1,0.7775,0.5313,0.07,0.2562,0.5037,0.7231,0.93,0.7438,0.4963,0.2769,0.4817,0.1407,0,,,,0.45253108279435533,0.2778046652273087,0.26966425197833604,H,0.7928988269430488
19,Wisła Płock,Raków Częstochowa,774,2,1,3,H,1,1,1,1,0,0.8961,0.8815,1.7776,0.3383,0.3314,0.3303,H,1,1.0837,0.3467,0.169,0.4695,0.7366,0.8949,0.831,0.5305,0.2634,0.1051,1.1039,0.1185,1,Wisła Płock,18.0,0.3571,0.40869268239891116,0.3060185179122181,0.28528879968887083,H,0.8947917931503417
19,Bruk-Bet Termalica Nieciecza,Cracovia,774,0,1,1,A,0,1,0,0,0,1.4275,1.6241,3.0516,0.3374,0.2394,0.4231,A,1,0.86,0.6103,0.0473,0.1916,0.4117,0.6357,0.9527,0.8084,0.5883,0.3643,1.4275,0.6241,1,Bruk-Bet Termalica Nieciecza,18.0,0.3571,0.41138536531059566,0.2751864722825549,0.31342816240684956,H,1.1601850921949464
19,Legia Warszawa,Korona Kielce,774,1,2,3,A,1,1,1,1,0,1.4768,0.87,2.3468,0.514,0.2642,0.2217,H,0,1.5062,0.4484,0.0957,0.3202,0.5837,0.7898,0.9043,0.6798,0.4163,0.2102,0.4768,1.13,0,,,,0.4712010798724293,0.2816006265190953,0.2471982936084754,H,1.397564456300762
19,Motor Lublin,Pogoń Szczecin,774,2,1,3,H,1,1,1,1,0,1.5506,1.6952,3.2458,0.3534,0.2318,0.4148,A,0,1.0401,0.6432,0.0389,0.1653,0.3704,0.5924,0.9611,0.8347,0.6296,0.4076,0.4494,0.6952,0,,,,0.41749058376523407,0.2717011226941942,0.31080829354057166,H,0.8734932888012957
19,Zagłębie Lubin,GKS Katowice,774,0,2,2,A,0,1,1,0,0,1.5775,1.2478,2.8253,0.4503,0.2477,0.302,H,0,1.1972,0.5657,0.0593,0.2268,0.4634,0.6863,0.9407,0.7732,0.5366,0.3137,1.5775,0.7522,0,,,,0.44961583218935003,0.2751483698673649,0.275235797943285,H,1.2901271016468097
19,Górnik Zabrze,Piast Gliwice,774,2,1,3,H,1,1,1,1,0,1.1766,0.814,1.9906,0.4434,0.3023,0.2543,H,1,0.8133,0.3852,0.1366,0.4086,0.6792,0.8588,0.8634,0.5914,0.3208,0.1412,0.8234,0.186,0,,,,0.4465833743357487,0.2945909942018038,0.2588256314624476,H,0.8061291674617096
19,Radomiak Radom,Arka Gdynia,774,3,1,4,H,1,1,1,1,1,2.1091,0.9107,3.0198,0.6494,0.1985,0.1521,H,1,0.4317,0.5252,0.0488,0.1962,0.4188,0.6429,0.9512,0.8038,0.5812,0.3571,0.8909,0.0893,1,Arka Gdynia,18.0,0.3571,0.5202684982739628,0.2592607654752009,0.22047073625083624,H,0.6534102578312119
19,Lech Poznań,Lechia Gdańsk,774,1,3,4,A,1,1,1,1,1,2.6356,1.2162,3.8518,0.6769,0.1678,0.1552,H,0,1.8629,0.6532,0.0212,0.1031,0.2607,0.4631,0.9788,0.8969,0.7393,0.5369,1.6356,1.7838,0,,,,0.5308569925669224,0.2458541661382247,0.22328884129485282,H,1.4992890931945417
19,Widzew Łódź,Jagiellonia Białystok,774,1,3,4,A,1,1,1,1,1,1.3402,1.6115,2.9517,0.3187,0.2428,0.4385,A,1,0.8244,0.5909,0.0523,0.2065,0.4341,0.6581,0.9477,0.7935,0.5659,0.3419,0.3402,1.3885,0,,,,0.4044048580712008,0.27732798415268034,0.31826715777611886,H,1.1448641301113993
20,Arka Gdynia,Legia Warszawa,783,2,2,4,D,1,1,1,1,1,0.9487,1.5008,2.4495,0.2387,0.2606,0.5007,A,0,1.3448,0.4762,0.0863,0.2978,0.5568,0.7683,0.9137,0.7022,0.4432,0.2317,1.0513,0.4992,1,Arka Gdynia,19.0,0.3448,0.3717866409984541,0.28913591246579123,0.3390774465357546,H,1.2408584160704423
20,Lechia Gdańsk,Cracovia,783,1,1,2,D,1,1,1,0,0,1.8952,1.6926,3.5878,0.4317,0.2187,0.3496,H,0,1.52,0.6933,0.0277,0.1269,0.3049,0.5178,0.9723,0.8731,0.6951,0.4822,0.8952,0.6926,0,,,,0.44474696747621056,0.26444578982810907,0.29080724269568037,H,1.3301190020804914
20,Górnik Zabrze,Lech Poznań,783,0,1,1,A,0,1,0,0,0,1.3912,1.2673,2.6585,0.3988,0.2599,0.3413,H,0,1.075,0.5397,0.0701,0.2563,0.5038,0.7232,0.9299,0.7437,0.4962,0.2768,1.3912,0.2673,0,,,,0.43178716650964843,0.28037352996453135,0.2878393035258202,H,1.2453529284402198
20,Pogoń Szczecin,Bruk-Bet Termalica Nieciecza,783,1,1,2,D,1,1,1,0,0,2.3507,1.0219,3.3726,0.6694,0.1816,0.149,H,0,1.706,0.5791,0.0343,0.15,0.3451,0.5645,0.9657,0.85,0.6549,0.4355,1.3507,0.0219,1,Bruk-Bet Termalica Nieciecza,19.0,0.3448,0.5279145252065938,0.25232247343135566,0.2197630013620506,H,1.377047353059607
20,Korona Kielce,Zagłębie Lubin,783,1,2,3,A,1,1,1,1,0,1.3736,0.9467,2.3203,0.4672,0.274,0.2588,H,0,1.3517,0.457,0.0982,0.3262,0.5906,0.7952,0.9018,0.6738,0.4094,0.2048,0.3736,1.0533,0,,,,0.4548770625422923,0.2846736447717842,0.2604492926859234,H,1.3453470905330638
20,GKS Katowice,Widzew Łódź,783,1,0,1,H,0,1,0,0,0,1.7339,1.1402,2.8741,0.5127,0.237,0.2503,H,1,0.6681,0.5601,0.0565,0.2188,0.452,0.6754,0.9435,0.7812,0.548,0.3246,0.7339,1.1402,0,,,,0.4708786790675421,0.27115896861603905,0.25796235231641895,H,0.7531547997431319
20,Raków Częstochowa,Radomiak Radom,783,0,0,0,D,0,0,0,0,0,1.9916,0.9787,2.9703,0.609,0.2119,0.1791,H,0,1.5515,0.539,0.0513,0.2036,0.4299,0.6539,0.9487,0.7964,0.5701,0.3461,1.9916,0.9787,0,,,,0.5049790246733397,0.26330218416317736,0.23171879116348304,H,1.3344529171736894
20,Jagiellonia Białystok,Motor Lublin,783,4,1,5,H,1,1,1,1,1,2.4559,1.0749,3.5308,0.6764,0.1753,0.1482,H,1,0.391,0.6022,0.0293,0.1327,0.3153,0.5301,0.9707,0.8673,0.6847,0.4699,1.5441,0.0749,0,,,,0.530679399182534,0.24962256441114913,0.21969803640631685,H,0.6335972080993328
20,Piast Gliwice,Wisła Płock,783,1,0,1,H,0,1,0,0,0,0.8709,0.7382,1.6091,0.3624,0.3509,0.2867,H,1,1.015,0.3035,0.2001,0.522,0.781,0.9199,0.7999,0.478,0.219,0.0801,0.1291,0.7382,1,Wisła Płock,19.0,0.3448,0.4176615417093054,0.311464002082773,0.27087445620792167,H,0.8730838832780514
21,Wisła Płock,Widzew Łódź,792,0,2,2,A,0,1,1,0,0,1.338,0.7571,2.0951,0.5053,0.2831,0.2116,H,0,1.553,0.3916,0.1231,0.3809,0.651,0.8396,0.8769,0.6191,0.349,0.1604,1.338,1.2429,1,Wisła Płock,20.0,0.3333,0.4683576367403163,0.28846176291465114,0.24318060034503264,H,1.413950900389909
21,Bruk-Bet Termalica Nieciecza,Górnik Zabrze,792,1,1,2,D,1,1,1,0,0,1.1968,1.4186,2.6154,0.3177,0.2611,0.4212,A,0,1.3429,0.5289,0.0731,0.2644,0.5146,0.7326,0.9269,0.7356,0.4854,0.2674,0.1968,0.4186,1,Bruk-Bet Termalica Nieciecza,20.0,0.3333,0.4030562085197633,0.28382699086882823,0.31311680061140856,H,1.2593904135323646
21,Motor Lublin,Lechia Gdańsk,792,2,3,5,A,1,1,1,1,1,2.0632,1.7361,3.7993,0.4592,0.2104,0.3304,H,0,1.1074,0.7191,0.0224,0.1074,0.269,0.4737,0.9776,0.8926,0.731,0.5263,0.0632,1.2639,0,,,,0.4542417863283845,0.26077085838843894,0.28498735528317654,H,1.2553104671252007
21,Zagłębie Lubin,Raków Częstochowa,792,0,0,0,D,0,0,0,0,0,1.0462,1.3005,2.3467,0.2992,0.2775,0.4234,A,0,1.2821,0.472,0.0957,0.3202,0.5837,0.7898,0.9043,0.6798,0.4163,0.2102,1.0462,1.3005,0,,,,0.39535624861606145,0.2904264388463804,0.31421731253755825,H,1.236404957316209
21,Radomiak Radom,Korona Kielce,792,0,2,2,A,0,1,1,0,0,1.5775,1.1372,2.7147,0.4753,0.2502,0.2745,H,0,1.2929,0.539,0.0662,0.246,0.49,0.7108,0.9338,0.754,0.51,0.2892,1.5775,0.8628,0,,,,0.45795843168705713,0.2759764069459222,0.26606516136702074,H,1.324014032654897
21,Pogoń Szczecin,Arka Gdynia,792,1,0,1,H,0,1,0,0,0,2.2765,0.8138,3.0903,0.7039,0.1778,0.1183,H,1,0.3512,0.4997,0.0455,0.1861,0.4033,0.6271,0.9545,0.8139,0.5967,0.3729,1.2765,0.8138,1,Arka Gdynia,20.0,0.3333,0.5424429237535304,0.25287430364272256,0.20468277260374704,H,0.6116724087733597
21,Cracovia,Jagiellonia Białystok,792,0,0,0,D,0,0,0,0,0,1.5487,1.5484,3.0971,0.3808,0.2386,0.3806,H,0,1.4328,0.6201,0.0452,0.1851,0.4018,0.6255,0.9548,0.8149,0.5982,0.3745,1.5487,1.5484,0,,,,0.4265748110123785,0.2732069258178538,0.30021826316976774,H,1.2975258008826176
21,GKS Katowice,Legia Warszawa,792,1,1,2,D,1,1,1,0,0,1.4946,1.2906,2.7852,0.4202,0.2521,0.3277,H,0,1.378,0.5623,0.0617,0.2336,0.473,0.6952,0.9383,0.7664,0.527,0.3048,0.4946,0.2906,0,,,,0.43934247520346015,0.2771449047264685,0.2835126200700713,H,1.2832147878190805
21,Lech Poznań,Piast Gliwice,792,3,0,3,H,0,1,1,1,0,1.44,0.8163,2.2563,0.518,0.2691,0.2129,H,1,0.6578,0.4257,0.1047,0.3411,0.6077,0.8082,0.8953,0.6589,0.3923,0.1918,1.56,0.8163,0,,,,0.47266042321906493,0.2835240071260211,0.2438155696549141,H,0.7493780696318768
22,Arka Gdynia,GKS Katowice,801,2,1,3,H,1,1,1,1,0,1.0771,1.4481,2.5252,0.2811,0.2629,0.4561,A,0,1.2692,0.5045,0.08,0.2822,0.5373,0.7522,0.92,0.7178,0.4627,0.2478,0.9229,0.4481,1,Arka Gdynia,21.0,0.3226,0.389037115496078,0.28662042876599636,0.32434245573792575,H,0.9440805273288633
22,Legia Warszawa,Wisła Płock,801,2,1,3,H,1,1,1,1,0,1.22,0.85,2.07,0.4473,0.2951,0.2575,H,1,0.8044,0.4035,0.1262,0.3874,0.6578,0.8443,0.8738,0.6126,0.3422,0.1557,0.78,0.15,1,Wisła Płock,21.0,0.3226,0.4479388457426006,0.2921095324066498,0.2599516218507496,H,0.8030985609236505
22,Lechia Gdańsk,Zagłębie Lubin,801,0,2,2,A,0,1,1,0,0,2.0035,1.4334,3.4369,0.5084,0.2163,0.2753,H,0,1.2898,0.6588,0.0322,0.1427,0.3327,0.5503,0.9678,0.8573,0.6673,0.4497,2.0035,0.5666,0,,,,0.4700494384876438,0.26294205184706637,0.2670085096652897,H,1.3204747496841904
22,Górnik Zabrze,Pogoń Szczecin,801,0,1,1,A,0,1,0,0,0,1.5289,1.2171,2.746,0.445,0.2521,0.3029,H,0,1.1943,0.5513,0.0642,0.2404,0.4824,0.7039,0.9358,0.7596,0.5176,0.2961,1.5289,0.2171,0,,,,0.44770109937023755,0.27681192561634577,0.2754869750134166,H,1.2892149291350419
22,Korona Kielce,Lech Poznań,801,1,2,3,A,1,1,1,1,0,1.1427,1.2875,2.4302,0.3283,0.2737,0.398,A,1,0.9212,0.4931,0.088,0.3019,0.5618,0.7724,0.912,0.6981,0.4382,0.2276,0.1427,0.7125,0,,,,0.40639686323345775,0.28761470737973543,0.30598842938680687,H,1.184207990206081
22,Raków Częstochowa,Bruk-Bet Termalica Nieciecza,801,1,0,1,H,0,1,0,0,0,1.9768,0.7245,2.7013,0.6686,0.2037,0.1277,H,1,0.4025,0.444,0.0671,0.2484,0.4933,0.7138,0.9329,0.7516,0.5067,0.2862,0.9768,0.7245,1,Bruk-Bet Termalica Nieciecza,21.0,0.3226,0.5284453731703646,0.2630338557114019,0.20852077111823358,H,0.637815841037975
22,Jagiellonia Białystok,Radomiak Radom,801,1,1,2,D,1,1,1,0,0,2.4351,1.1808,3.6159,0.6496,0.1812,0.1692,H,0,1.7082,0.6323,0.0269,0.1242,0.3,0.5119,0.9731,0.8758,0.7,0.4881,1.4351,0.1808,0,,,,0.5201745900923016,0.2510531355018439,0.22877227440585451,H,1.382090667028156
22,Piast Gliwice,Motor Lublin,801,1,2,3,A,1,1,1,1,0,1.5209,0.9193,2.4402,0.5132,0.2588,0.228,H,0,1.4783,0.4698,0.0871,0.2998,0.5592,0.7703,0.9129,0.7002,0.4408,0.2297,0.5209,1.0807,0,,,,0.4708733266351199,0.27953249897006516,0.2495941743948149,H,1.3879189825236045
22,Widzew Łódź,Cracovia,801,0,0,0,D,0,0,0,0,0,1.3901,1.3106,2.7007,0.3894,0.2579,0.3527,H,0,1.3552,0.5485,0.0672,0.2485,0.4934,0.7139,0.9328,0.7515,0.5066,0.2861,1.3901,1.3106,0,,,,0.42863697039284526,0.27990185618568797,0.2914611734214669,H,1.2733162508796887
23,Arka Gdynia,Lechia Gdańsk,810,2,2,4,D,1,1,1,1,1,1.4362,1.7164,3.1526,0.323,0.2338,0.4432,A,0,1.4531,0.6252,0.0427,0.1775,0.3899,0.6131,0.9573,0.8225,0.6101,0.3869,0.5638,0.2836,1,Arka Gdynia,22.0,0.3125,0.4065279923256895,0.27384037329659494,0.31963163437771563,H,1.2952099215687796
23,Bruk-Bet Termalica Nieciecza,Radomiak Radom,810,1,1,2,D,1,1,1,0,0,1.5285,1.5731,3.1016,0.3711,0.2384,0.3905,A,0,1.4339,0.6207,0.045,0.1845,0.4008,0.6245,0.955,0.8155,0.5992,0.3755,0.5285,0.5731,1,Bruk-Bet Termalica Nieciecza,22.0,0.3125,0.42325325563891997,0.27345595032552045,0.30329079403555964,H,1.296614729230382
23,Motor Lublin,Korona Kielce,810,2,0,2,H,0,1,1,0,0,1.417,1.2349,2.6519,0.4124,0.2596,0.3279,H,1,0.8857,0.5372,0.0705,0.2575,0.5055,0.7247,0.9295,0.7425,0.4945,0.2753,0.583,1.2349,0,,,,0.4364532413132474,0.27998699142850836,0.2835597672582442,H,0.8290740312886655
23,Zagłębie Lubin,Wisła Płock,810,2,0,2,H,0,1,1,0,0,1.0899,0.9373,2.0272,0.3873,0.3048,0.3079,H,1,0.9486,0.4038,0.1317,0.3987,0.6693,0.8522,0.8683,0.6013,0.3307,0.1478,0.9101,0.9373,1,Wisła Płock,22.0,0.3125,0.42675650429879525,0.2959971306110825,0.2772463650901222,H,0.8515416759502861
23,Pogoń Szczecin,Widzew Łódź,810,1,0,1,H,0,1,0,0,0,1.8887,1.0569,2.9456,0.5679,0.2231,0.209,H,1,0.5657,0.5538,0.0526,0.2074,0.4355,0.6594,0.9474,0.7926,0.5645,0.3406,0.8887,1.0569,0,,,,0.4901214053831886,0.26663366696559443,0.243244927651217,H,0.7131021524782729
23,Cracovia,Piast Gliwice,810,2,3,5,A,1,1,1,1,1,1.2892,0.8753,2.1645,0.4611,0.2858,0.253,H,0,1.3742,0.4226,0.1148,0.3633,0.6322,0.8263,0.8852,0.6367,0.3678,0.1737,0.7108,2.1247,0,,,,0.4527525560554601,0.2888763113244975,0.25837113262004247,H,1.3533582291810813
23,GKS Katowice,Górnik Zabrze,810,3,1,4,H,1,1,1,1,1,1.394,1.2025,2.5965,0.4135,0.2627,0.3238,H,1,0.8831,0.526,0.0745,0.2681,0.5193,0.7368,0.9255,0.7319,0.4807,0.2632,1.606,0.2025,0,,,,0.43671735824480856,0.28105969699922234,0.2822229447559691,H,0.8284690706091605
23,Lech Poznań,Raków Częstochowa,810,4,3,7,H,1,1,1,1,1,1.3663,1.0546,2.4209,0.4395,0.2711,0.2895,H,1,0.8222,0.4855,0.0888,0.3039,0.5643,0.7743,0.9112,0.6961,0.4357,0.2257,2.6337,1.9454,0,,,,0.44537737423153156,0.2836914136826598,0.2709312120858087,H,0.8088333242108869
23,Jagiellonia Białystok,Legia Warszawa,810,2,2,4,D,1,1,1,1,1,1.9144,1.1472,3.0616,0.5525,0.2219,0.2256,H,0,1.5054,0.5818,0.0468,0.1901,0.4096,0.6335,0.9532,0.8099,0.5904,0.3665,0.0856,0.8528,0,,,,0.484755871908439,0.26576015281653237,0.2494839752750285,H,1.3251610581002633
24,Wisła Płock,Arka Gdynia,819,0,3,3,A,0,1,1,1,0,1.4258,0.6449,2.0707,0.56,0.2716,0.1684,H,0,1.7812,0.3611,0.1261,0.3872,0.6576,0.8442,0.8739,0.6128,0.3424,0.1558,1.4258,2.3551,1,Wisła Płock,23.0,0.303,0.4882658939348628,0.285932408300357,0.2258016977647803,H,1.4880981084074183
24,Legia Warszawa,Cracovia,819,1,0,1,H,0,1,0,0,0,1.6327,1.156,2.7887,0.4846,0.2453,0.2701,H,1,0.7244,0.5514,0.0615,0.233,0.4722,0.6945,0.9385,0.767,0.5278,0.3055,0.6327,1.156,0,,,,0.4612042339360942,0.2741534215707224,0.26464234449318336,H,0.7739143103689763
24,Lechia Gdańsk,Jagiellonia Białystok,819,3,0,3,H,0,1,1,1,0,1.727,2.086,3.813,0.3248,0.2095,0.4657,A,0,1.1245,0.7201,0.0221,0.1063,0.2668,0.4709,0.9779,0.8937,0.7332,0.5291,1.273,2.086,0,,,,0.40892779687820296,0.2645735935498356,0.32649860957196136,H,0.89421667427372
24,Motor Lublin,Górnik Zabrze,819,0,0,0,D,0,0,0,0,0,1.4362,1.3764,2.8126,0.3875,0.252,0.3605,H,0,1.3782,0.5697,0.06,0.2289,0.4664,0.6891,0.94,0.7711,0.5336,0.3109,1.4362,1.3764,0,,,,0.42822594823542215,0.2778547339816439,0.293919317782934,H,1.2806568414972872
24,Radomiak Radom,GKS Katowice,819,0,1,1,A,0,1,0,0,0,1.7898,1.4039,3.1937,0.467,0.2301,0.3029,H,0,1.1943,0.6284,0.041,0.172,0.3812,0.6039,0.959,0.828,0.6188,0.3961,1.7898,0.4039,0,,,,0.455810844809469,0.2684042454958006,0.27578490969473035,H,1.2881340297872403
24,Korona Kielce,Bruk-Bet Termalica Nieciecza,819,2,1,3,H,1,1,1,1,0,1.5365,0.8809,2.4174,0.5269,0.2573,0.2158,H,1,0.6408,0.4596,0.0892,0.3047,0.5652,0.7751,0.9108,0.6953,0.4348,0.2249,0.4635,0.1191,1,Bruk-Bet Termalica Nieciecza,23.0,0.303,0.47568885297749974,0.27923400385655894,0.2450771431659412,H,0.7429913087015757
24,Raków Częstochowa,Pogoń Szczecin,819,2,0,2,H,0,1,1,0,0,1.5796,1.003,2.5826,0.5076,0.252,0.2404,H,1,0.6781,0.5027,0.0756,0.2708,0.5228,0.7398,0.9244,0.7292,0.4772,0.2602,0.4204,1.003,0,,,,0.4689431980936619,0.27686716744252077,0.2541896344638173,H,0.7572736306772969
24,Piast Gliwice,Zagłębie Lubin,819,1,3,4,A,1,1,1,1,1,1.2588,0.8812,2.14,0.4509,0.2891,0.2599,H,0,1.3473,0.4194,0.1176,0.3694,0.6388,0.831,0.8824,0.6306,0.3612,0.169,0.2588,2.1188,0,,,,0.44919092694000806,0.29001586689413,0.26079320616586193,H,1.344027499246469
24,Widzew Łódź,Lech Poznań,819,2,1,3,H,1,1,1,1,0,1.2449,1.5405,2.7854,0.3078,0.2504,0.4417,A,0,1.1782,0.5595,0.0617,0.2336,0.4729,0.6952,0.9383,0.7664,0.5271,0.3048,0.7551,0.5405,0,,,,0.39994454572957155,0.2806345445772768,0.31942090969315173,H,0.9164293771610398
25,Arka Gdynia,Widzew Łódź,828,0,0,0,D,0,0,0,0,0,1.2016,1.2596,2.4612,0.3499,0.2724,0.3777,A,0,1.3005,0.5008,0.0853,0.2954,0.5538,0.7659,0.9147,0.7046,0.4462,0.2341,1.2016,1.2596,1,Arka Gdynia,24.0,0.2941,0.41425670411564974,0.28624120448821283,0.2995020913961373,H,1.2509204512644942
25,Bruk-Bet Termalica Nieciecza,Motor Lublin,828,1,2,3,A,1,1,1,1,0,1.5532,1.4242,2.9774,0.4067,0.2435,0.3498,H,0,1.0504,0.5986,0.0509,0.2026,0.4283,0.6523,0.9491,0.7974,0.5717,0.3477,0.5532,0.5758,1,Bruk-Bet Termalica Nieciecza,24.0,0.2941,0.4351325398786759,0.2742921634436029,0.2905752966777211,H,1.2358925394506632
25,Zagłębie Lubin,Lech Poznań,828,0,1,1,A,0,1,0,0,0,1.3478,1.5037,2.8515,0.3403,0.2493,0.4104,A,1,0.8907,0.5756,0.0578,0.2225,0.4573,0.6805,0.9422,0.7775,0.5427,0.3195,1.3478,0.5037,0,,,,0.41186147889395325,0.27860099689920065,0.30953752420684605,H,1.172675952827481
25,Górnik Zabrze,Raków Częstochowa,828,3,1,4,H,1,1,1,1,1,1.0715,1.0971,2.1686,0.3466,0.2938,0.3596,A,0,1.0595,0.438,0.1143,0.3623,0.6311,0.8255,0.8857,0.6377,0.3689,0.1745,1.9285,0.0971,0,,,,0.4123912340551107,0.29355820866739607,0.2940505572774931,H,0.8857827829936842
25,Radomiak Radom,Legia Warszawa,828,1,1,2,D,1,1,1,0,0,1.5441,1.4429,2.987,0.4006,0.2433,0.3561,H,0,1.4136,0.6007,0.0504,0.2011,0.4261,0.6501,0.9496,0.7989,0.5739,0.3499,0.5441,0.4429,0,,,,0.4330788745968249,0.2743650233524384,0.2925561020507367,H,1.2932958571716469
25,Pogoń Szczecin,Korona Kielce,828,2,1,3,H,1,1,1,1,0,1.614,0.9547,2.5687,0.528,0.2488,0.2232,H,1,0.6386,0.4926,0.0766,0.2735,0.5263,0.7428,0.9234,0.7265,0.4737,0.2572,0.386,0.0453,0,,,,0.4760393488712951,0.27597559689282375,0.24798505423588105,H,0.7422547624713393
25,Cracovia,Wisła Płock,828,1,2,3,A,1,1,1,1,0,1.3405,0.8286,2.1691,0.4875,0.2811,0.2314,H,0,1.4637,0.4159,0.1143,0.3622,0.631,0.8254,0.8857,0.6378,0.369,0.1746,0.3405,1.1714,1,Wisła Płock,24.0,0.2941,0.4619788189408988,0.2874097626731502,0.2506114183859509,H,1.383851673368437
25,GKS Katowice,Lechia Gdańsk,828,2,0,2,H,0,1,1,0,0,2.1191,1.4837,3.6028,0.5223,0.2091,0.2687,H,1,0.6496,0.6803,0.0272,0.1254,0.3023,0.5146,0.9728,0.8746,0.6977,0.4854,0.1191,1.4837,0,,,,0.4749286989715156,0.26008114361944873,0.2649901574090356,H,0.7445905936431317
25,Jagiellonia Białystok,Piast Gliwice,828,1,2,3,A,1,1,1,1,0,1.6767,0.8818,2.5585,0.5616,0.2418,0.1965,H,0,1.6269,0.4764,0.0774,0.2755,0.5289,0.745,0.9226,0.7245,0.4711,0.255,0.6767,1.1182,0,,,,0.48796296221534763,0.2741030122323516,0.2379340255523007,H,1.4357618473004332
