xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id
1.83,0.99,48,52,16,13,5,3,4,1,5,4,289,308,1,1,0,0,,,5,5,6,5,12,6,4,7,38,21,1,0,10,8,,,6,4,,,8,10,9,10,,,28,21,7,4,0,0,0,0,3,3,,,0,0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Yi1fRQqe,Yi1fRQqe
1.48,0.41,66,34,27,9,6,4,1,1,5,3,389,155,4,4,0,0,,,10,2,11,3,16,7,11,2,29,15,0,4,15,12,,,9,3,,,12,15,3,9,,,22,20,6,5,0,0,0,0,3,6,,,0,0,2024-11-30,17,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=v31lqa5t,v31lqa5t
0.32,0.09,33,67,8,4,3,1,0,0,5,5,198,496,5,3,0,0,,,3,1,2,2,3,2,5,2,22,20,2,2,9,17,,,5,3,,,17,9,3,6,,,30,19,15,10,0,0,0,0,1,3,,,0,0,2024-11-29,17,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=QayFUajm,QayFUajm
1.54,0.98,61,39,21,14,6,3,2,1,4,5,431,231,1,4,0,1,,,11,7,4,4,12,5,9,9,38,19,1,1,13,12,,,7,4,,,12,13,9,6,,,21,29,8,12,0,0,0,0,2,5,,,0,0,2024-11-29,17,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=QRcnTnFr,QRcnTnFr
2.14,1.25,35,65,17,16,6,3,3,1,7,6,177,405,2,4,0,1,,,5,7,6,6,13,10,4,6,36,24,3,0,14,18,,,7,6,,,18,14,10,10,,,30,29,8,6,0,0,0,0,3,4,,,0,0,2024-11-25,16,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=KlyLCRU1,KlyLCRU1
3.39,0.15,67,33,19,4,6,2,7,0,8,1,616,280,2,2,0,1,,,5,1,8,1,16,1,3,3,38,10,2,1,14,12,,,9,4,,,12,14,9,9,,,14,23,6,16,0,0,0,0,2,5,,,0,0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=dnOU1AGq,dnOU1AGq
0.35,0.60,54,46,10,8,4,1,0,1,3,7,352,266,2,1,0,0,,,4,4,2,3,6,5,4,3,16,15,1,2,13,19,,,2,6,,,19,13,14,9,,,20,20,12,15,0,0,0,0,0,3,,,0,0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=tfMFY8iL,tfMFY8iL
1.32,1.69,57,43,18,10,2,5,1,3,5,5,443,317,2,1,0,0,,,10,1,6,4,15,9,2,1,30,23,0,1,9,13,,,8,4,,,13,9,11,11,,,18,29,14,10,0,0,0,0,3,1,,,0,0,2024-11-24,16,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=zcJ7zVM8,zcJ7zVM8
2.86,1.83,55,45,16,11,8,5,6,1,7,7,378,296,3,0,0,0,,,6,3,2,3,10,7,6,3,35,22,3,0,8,12,,,3,4,,,12,8,10,10,,,20,19,10,11,0,0,0,0,3,5,,,0,0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=nywDEm0k,nywDEm0k
2.78,0.77,61,39,25,16,13,2,6,0,6,3,503,296,0,2,0,0,,,6,8,6,6,18,9,7,7,43,17,1,0,8,15,,,2,7,,,15,8,10,10,,,16,23,6,6,0,0,0,0,2,11,,,0,0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=tzbYLV7F,tzbYLV7F
1.03,2.49,56,44,17,9,8,5,1,4,7,4,425,315,0,0,0,0,,,8,2,1,2,7,6,10,3,22,20,1,0,8,6,,,3,3,,,6,8,11,11,,,18,32,11,16,0,0,0,0,2,8,,,0,0,2024-11-23,16,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=SjdtK9xS,SjdtK9xS
0.67,1.54,53,47,9,19,5,10,1,2,6,5,393,342,1,1,0,0,,,4,3,0,6,6,15,3,4,23,35,1,5,12,13,,,1,8,,,13,12,4,7,,,22,19,6,7,0,0,0,0,8,3,,,0,0,2024-11-22,16,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=hEHw0lod,hEHw0lod
0.94,2.39,56,44,14,17,7,6,1,3,3,6,389,275,1,2,0,0,,,3,5,4,6,9,11,5,6,24,35,2,0,8,10,,,10,5,,,10,8,9,13,,,29,33,12,13,0,0,0,0,4,6,,,0,0,2024-11-22,16,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=KK9PNiw3,KK9PNiw3
2.54,2.00,52,48,19,19,11,5,,,5,6,315,280,3,3,0,0,,,3,7,5,7,,,,,,,0,0,18,10,,,,,,,10,18,,,,,,,8,4,0,0,0,0,3,6,,,0,0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=vXfRAprH,vXfRAprH
1.63,1.37,64,36,22,10,11,4,,,6,2,543,265,4,4,0,1,,,9,3,2,3,,,,,,,1,0,20,10,,,,,,,10,20,,,,,,,6,12,0,0,0,0,2,9,,,0,0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Ai3AESrh,Ai3AESrh
2.20,0.21,65,35,20,5,6,2,,,8,2,419,193,1,2,0,0,,,8,3,6,0,,,,,,,1,0,13,10,,,,,,,10,13,,,,,,,8,10,0,0,0,0,2,4,,,0,0,2024-11-10,15,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=CtRrBEgc,CtRrBEgc
0.44,1.86,45,55,10,13,0,4,,,5,1,300,380,3,2,0,0,,,5,4,5,5,,,,,,,4,2,11,18,,,,,,,18,11,,,,,,,11,3,0,0,0,0,3,0,,,0,0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=0Gxa7WhM,0Gxa7WhM
0.89,1.15,42,58,15,15,6,6,,,6,6,290,425,1,2,0,0,,,7,7,2,2,,,,,,,1,2,10,3,,,,,,,3,10,,,,,,,9,6,0,0,0,0,6,4,,,0,0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=K6Uj9hO9,K6Uj9hO9
0.97,2.05,54,46,13,13,5,7,,,6,3,372,313,4,4,0,0,,,6,5,2,1,,,,,,,1,1,7,13,,,,,,,13,7,,,,,,,9,10,0,0,0,0,3,2,,,0,0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=roBOjPjo,roBOjPjo
1.90,0.18,47,53,18,6,4,0,,,6,4,319,360,2,4,0,0,,,8,4,6,2,,,,,,,1,0,11,10,,,,,,,10,11,,,,,,,8,7,0,0,0,0,0,4,,,0,0,2024-11-09,15,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=6JdJC6D4,6JdJC6D4
1.82,1.07,60,40,25,11,9,3,,,17,6,386,231,2,1,0,0,,,8,6,8,2,,,,,,,0,3,12,8,,,,,,,8,12,,,,,,,8,18,0,0,0,0,2,9,,,0,0,2024-11-08,15,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=UH1b32zi,UH1b32zi
1.38,1.75,49,51,15,6,6,3,,,5,2,405,434,0,1,0,0,,,3,2,6,1,,,,,,,3,2,14,13,,,,,,,13,14,,,,,,,4,12,0,0,0,0,0,4,,,0,0,2024-11-08,15,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=bZAS8OCT,bZAS8OCT
1.31,0.42,44,56,17,10,7,1,,,6,6,186,268,3,4,0,0,,,5,5,5,4,,,,,,,1,0,16,11,,,,,,,11,16,,,,,,,8,9,0,0,0,0,1,4,,,0,0,2024-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GCW0bGhf,GCW0bGhf
1.05,1.34,61,39,13,13,5,4,,,7,6,401,237,2,0,0,0,,,2,5,6,4,,,,,,,5,0,9,7,,,,,,,7,9,,,,,,,6,11,0,0,0,0,2,4,,,0,0,2024-11-04,14,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=l2nM5b0K,l2nM5b0K
0.76,0.67,55,45,18,7,6,3,,,7,3,403,329,2,1,0,0,,,5,3,7,1,,,,,,,2,0,9,20,,,,,,,20,9,,,,,,,8,19,0,0,0,0,2,4,,,0,0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=AgYGfYiJ,AgYGfYiJ
0.57,2.14,55,45,13,17,4,8,,,5,4,376,287,6,2,1,0,,,7,7,2,2,,,,,,,1,3,9,17,,,,,,,17,9,,,,,,,6,9,0,0,0,0,6,3,,,0,0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=xSK9dfN6,xSK9dfN6
1.19,1.51,61,39,18,8,2,5,,,6,3,578,340,2,3,0,0,,,10,2,6,1,,,,,,,1,1,17,7,,,,,,,7,17,,,,,,,12,15,0,0,0,0,3,2,,,0,0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=8nTh0xOs,8nTh0xOs
1.36,0.91,53,47,12,17,5,6,,,4,9,357,303,1,1,0,0,,,3,7,4,4,,,,,,,0,4,14,10,,,,,,,10,14,,,,,,,13,8,0,0,0,0,5,4,,,0,0,2024-11-03,14,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=IaerBgx0,IaerBgx0
1.73,0.32,31,69,16,12,9,3,,,5,5,182,511,6,1,0,1,,,6,6,1,3,,,,,,,0,2,5,14,,,,,,,14,5,,,,,,,11,10,0,0,0,0,3,7,,,0,0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/puszcza-dtqx13O8/szczegoly/statystyki/?mid=MX1ZCF7m,MX1ZCF7m
2.05,1.23,38,62,10,20,5,8,,,2,5,302,528,3,2,0,0,,,4,7,1,5,,,,,,,3,1,9,12,,,,,,,12,9,,,,,,,18,14,0,0,0,0,6,1,,,0,0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Q1G3IypQ,Q1G3IypQ
1.85,0.95,63,37,17,7,3,5,,,7,1,404,180,2,3,0,0,,,10,1,4,1,,,,,,,1,1,16,13,,,,,,,13,16,,,,,,,14,15,0,0,0,0,5,2,,,0,0,2024-11-02,14,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Odbj9X6C,Odbj9X6C
3.93,0.78,62,38,30,8,8,3,,,11,3,472,265,2,1,0,0,,,12,5,10,0,,,,,,,3,3,4,13,,,,,,,13,4,,,,,,,10,8,0,0,0,0,2,4,,,0,0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=O2JaVHO7,O2JaVHO7
0.73,2.28,40,60,10,14,5,4,,,1,9,323,478,3,1,0,0,,,3,5,2,5,,,,,,,2,7,9,10,,,,,,,10,9,,,,,,,15,15,0,0,0,0,2,5,,,0,0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=296RqHw1,296RqHw1
1.27,1.21,58,42,8,17,5,8,,,3,5,440,290,1,2,0,0,,,3,7,0,2,,,,,,,2,0,14,18,,,,,,,18,14,,,,,,,9,9,0,0,0,0,7,2,,,0,0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=OvyDvM1L,OvyDvM1L
2.30,0.62,43,57,24,11,8,5,,,11,0,239,353,1,1,1,0,,,8,3,8,3,,,,,,,2,2,11,16,,,,,,,16,11,,,,,,,16,14,0,0,0,0,3,6,,,0,0,2024-10-27,13,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=fq3Jow9l,fq3Jow9l
1.73,1.05,58,42,17,13,9,2,,,5,5,438,292,0,3,0,0,,,5,9,3,2,,,,,,,0,0,15,18,,,,,,,18,15,,,,,,,5,8,0,0,0,0,1,7,,,0,0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=fNRrZaPr,fNRrZaPr
0.79,0.62,48,52,7,8,0,2,,,3,6,227,251,2,3,0,0,,,6,4,1,2,,,,,,,1,3,12,16,,,,,,,16,12,,,,,,,10,10,0,0,0,0,2,0,,,0,0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=d8azre8D,d8azre8D
3.59,1.11,48,52,22,9,11,2,,,6,4,316,342,3,3,0,0,,,5,5,6,2,,,,,,,1,2,8,10,,,,,,,10,8,,,,,,,11,9,0,0,0,0,0,5,,,0,0,2024-10-26,13,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=2Pn4trX8,2Pn4trX8
1.86,2.29,66,34,18,12,3,6,,,5,6,368,154,2,2,0,0,,,12,5,3,1,,,,,,,0,2,17,12,,,,,,,12,17,,,,,,,9,6,0,0,0,0,5,1,,,0,0,2024-10-25,13,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/puszcza-dtqx13O8/szczegoly/statystyki/?mid=ABRniaoR,ABRniaoR
1.58,3.55,66,34,15,14,5,8,,,13,1,483,223,3,2,0,0,,,4,4,6,2,,,,,,,1,0,12,10,,,,,,,10,12,,,,,,,10,14,0,0,0,0,5,2,,,0,0,2024-10-25,13,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=2oOvgLGE,2oOvgLGE
1.75,2.51,41,59,15,20,4,8,,,5,3,261,393,3,1,0,0,,,6,8,5,4,,,,,,,1,0,6,13,,,,,,,13,6,,,,,,,14,14,0,0,0,0,7,2,,,0,0,2024-10-23,8,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=EXsrs05T,EXsrs05T
1.63,0.74,56,44,15,6,3,1,,,7,3,286,188,2,1,0,0,,,11,3,1,2,,,,,,,1,4,22,9,,,,,,,9,22,,,,,,,10,8,0,0,0,0,1,1,,,0,0,2024-10-21,12,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=f9nAK0Ak,f9nAK0Ak
0.96,0.63,58,42,15,5,5,2,,,5,1,403,284,2,0,1,1,,,9,2,1,1,,,,,,,2,4,12,4,,,,,,,4,12,,,,,,,11,8,0,0,0,0,2,4,,,0,0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=jytJIvu2,jytJIvu2
1.70,0.83,58,42,22,13,10,3,,,9,8,473,292,5,3,0,0,,,9,2,3,8,,,,,,,0,1,10,6,,,,,,,6,10,,,,,,,11,6,0,0,0,0,2,7,,,0,0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Ua43O9BN,Ua43O9BN
0.63,0.92,53,47,13,16,3,4,,,7,6,272,227,2,1,0,0,,,7,6,3,6,,,,,,,2,6,20,8,,,,,,,8,20,,,,,,,5,15,0,0,0,0,4,3,,,0,0,2024-10-20,12,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=YXAfQVtB,YXAfQVtB
0.11,1.68,34,66,5,17,1,7,,,2,6,217,508,2,3,0,0,,,2,2,2,8,,,,,,,1,1,17,17,,,,,,,17,17,,,,,,,18,12,0,0,0,0,5,1,,,0,0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=0KCnSiCb,0KCnSiCb
0.78,1.94,54,46,17,13,3,3,,,8,4,369,320,1,0,0,0,,,8,8,6,2,,,,,,,1,1,2,15,,,,,,,15,2,,,,,,,10,8,0,0,0,0,0,2,,,0,0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0reZImZp,0reZImZp
1.55,1.06,44,56,11,16,6,5,,,5,2,342,472,1,3,0,0,,,3,5,2,6,,,,,,,4,3,9,14,,,,,,,14,9,,,,,,,8,7,0,0,0,0,2,3,,,0,0,2024-10-19,12,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=OMPxw9QG,OMPxw9QG
0.36,1.83,52,48,9,19,2,9,,,2,3,376,358,1,2,0,0,,,5,7,2,3,,,,,,,1,2,16,9,,,,,,,9,16,,,,,,,7,13,0,0,0,0,7,2,,,0,0,2024-10-18,12,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=SfWTvVe4,SfWTvVe4
1.28,1.75,55,45,14,13,5,2,,,8,3,390,308,1,5,0,0,,,5,6,4,5,,,,,,,1,1,9,13,,,,,,,13,9,,,,,,,8,7,0,0,0,0,0,5,,,0,0,2024-10-18,12,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=tvYLtiRi,tvYLtiRi
1.78,1.81,45,55,12,22,7,10,,,2,3,377,430,3,4,0,0,,,5,9,0,3,,,,,,,1,1,,,,,,,,,13,10,,,,,,,,,0,0,0,0,9,6,,,0,0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=MapnagrC,MapnagrC
2.14,1.03,55,45,13,11,5,3,,,10,1,423,350,4,2,0,1,,,2,6,6,2,,,,,,,2,3,10,22,,,,,,,17,7,,,,,,,,,0,0,0,0,3,4,,,0,0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=8jJ4Hzbt,8jJ4Hzbt
1.66,2.07,58,42,13,13,5,6,,,3,7,319,212,4,2,0,0,,,6,7,2,0,,,,,,,1,1,13,18,,,,,,,18,11,,,,,,,,,0,0,0,0,2,3,,,0,0,2024-10-06,11,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=6LJwUDsn,6LJwUDsn
1.83,0.76,73,27,24,10,3,6,,,6,2,617,183,0,4,0,0,,,6,2,15,2,,,,,,,2,3,16,13,,,,,,,10,11,,,,,,,,,0,0,0,0,4,2,,,0,0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=UPmfcXCO,UPmfcXCO
1.54,0.87,70,30,27,15,4,4,,,17,5,538,198,2,3,0,1,,,14,6,9,5,,,,,,,1,2,17,5,,,,,,,4,13,,,,,,,,,0,0,0,0,3,4,,,0,0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0pdw1FDa,0pdw1FDa
0.63,0.92,49,51,10,21,4,5,,,6,7,299,323,4,1,0,0,,,4,11,2,5,,,,,,,0,4,18,14,,,,,,,15,12,,,,,,,,,0,0,0,0,3,4,,,0,0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=nHnDDhc5,nHnDDhc5
2.55,0.27,52,48,31,5,8,2,,,14,2,297,285,2,1,0,0,,,11,1,12,2,,,,,,,1,1,14,10,,,,,,,8,12,,,,,,,,,0,0,0,0,1,6,,,0,0,2024-10-05,11,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fsjLBWRH,fsjLBWRH
1.21,1.68,62,38,21,10,1,7,,,8,4,389,189,1,3,0,0,,,17,2,3,1,,,,,,,0,3,16,17,,,,,,,14,12,,,,,,,,,0,0,0,0,6,1,,,0,0,2024-10-04,11,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GdvU9AdU,GdvU9AdU
0.90,5.01,49,51,15,22,2,11,,,7,5,236,270,0,1,0,0,,,10,11,3,0,,,,,,,1,0,8,12,,,,,,,12,7,,,,,,,,,0,0,0,0,5,2,,,0,0,2024-10-04,11,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/puszcza-dtqx13O8/szczegoly/statystyki/?mid=t4HCFESh,t4HCFESh
2.41,0.52,54,46,20,7,7,2,,,6,3,434,371,1,5,0,1,,,8,3,5,2,,,,,,,3,2,16,10,,,,,,,6,14,,,,,,,,,0,0,0,0,1,6,,,0,0,2024-09-30,10,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=rNlN2GRk,rNlN2GRk
0.73,1.28,48,52,14,4,1,4,,,6,3,348,389,2,1,0,0,,,5,0,8,0,,,,,,,2,2,18,30,,,,,,,23,13,,,,,,,,,0,0,0,0,3,1,,,0,0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=z3Cb8cLP,z3Cb8cLP
1.90,0.67,45,55,15,8,5,4,,,5,3,265,346,2,3,0,0,,,7,4,3,0,,,,,,,3,3,22,17,,,,,,,12,17,,,,,,,,,0,0,0,0,1,3,,,0,0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=vBqmjbas,vBqmjbas
1.09,1.39,55,45,23,16,6,6,,,4,3,329,247,0,1,0,0,,,11,4,6,6,,,,,,,0,0,11,16,,,,,,,14,10,,,,,,,,,0,0,0,0,6,5,,,0,0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=YBHF86F8,YBHF86F8
1.09,1.23,56,44,12,12,5,2,,,6,4,433,335,1,1,0,0,,,3,6,4,4,,,,,,,2,2,5,22,,,,,,,19,5,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=nsW3nGb6,nsW3nGb6
1.24,0.90,59,41,21,8,6,2,,,14,1,367,251,3,2,0,0,,,9,3,6,3,,,,,,,1,3,21,11,,,,,,,10,16,,,,,,,,,0,0,0,0,1,4,,,0,0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=r9PCpfTI,r9PCpfTI
0.97,0.05,70,30,14,4,6,0,,,5,0,418,128,3,3,0,0,,,4,3,4,1,,,,,,,1,4,36,17,,,,,,,14,28,,,,,,,,,0,0,0,0,0,4,,,0,0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fmgV2yqm,fmgV2yqm
