xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,czk_gosp,czk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,dlugie_podania_gosp,dlugie_podania_gosc,dosrodkowania_gosp,dosrodkowania_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,odbiory_gosp,odbiory_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,data_meczu_flash,kolejka_flash,url,flash_id,gosp_nazwa,gosc_nazwa
1.21,1.68,62,38,21,10,1,7,,,8,4,389.0,189.0,1,3,0,0,,,17,2,3.0,1.0,,,,,,,0.0,3.0,16.0,17.0,,,,,,,14,12,,,,,,,,,0,0,0,0,6,1,,,0.0,0.0,2024-10-04,11,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GdvU9AdU,GdvU9AdU,WID 0-1 KOR | Widzew Łódź,Korona Kielce
0.9,5.01,49,51,15,22,2,11,,,7,5,236.0,270.0,0,1,0,0,,,10,11,3.0,0.0,,,,,,,1.0,0.0,8.0,12.0,,,,,,,12,7,,,,,,,,,0,0,0,0,5,2,,,0.0,0.0,2024-10-04,11,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/puszcza-dtqx13O8/szczegoly/statystyki/?mid=t4HCFESh,t4HCFESh,PUS 0-6 KAT | Puszcza Niepołomice,GKS Katowice
2.41,0.52,54,46,20,7,7,2,,,6,3,434.0,371.0,1,5,0,1,,,8,3,5.0,2.0,,,,,,,3.0,2.0,16.0,10.0,,,,,,,6,14,,,,,,,,,0,0,0,0,1,6,,,0.0,0.0,2024-09-30,10,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=rNlN2GRk,rNlN2GRk,CRA 1-1 STA | Cracovia,Stal Mielec
0.73,1.28,48,52,14,4,1,4,,,6,3,348.0,389.0,2,1,0,0,,,5,0,8.0,0.0,,,,,,,2.0,2.0,18.0,30.0,,,,,,,23,13,,,,,,,,,0,0,0,0,3,1,,,0.0,0.0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=z3Cb8cLP,z3Cb8cLP,PIA 0-1 JAG | Piast Gliwice,Jagiellonia Białystok
1.9,0.67,45,55,15,8,5,4,,,5,3,265.0,346.0,2,3,0,0,,,7,4,3.0,0.0,,,,,,,3.0,3.0,22.0,17.0,,,,,,,12,17,,,,,,,,,0,0,0,0,1,3,,,0.0,0.0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=vBqmjbas,vBqmjbas,KOR 2-3 LEC | Korona Kielce,Lech Poznań
1.09,1.39,55,45,23,16,6,6,,,4,3,329.0,247.0,0,1,0,0,,,11,4,6.0,6.0,,,,,,,0.0,0.0,11.0,16.0,,,,,,,14,10,,,,,,,,,0,0,0,0,6,5,,,0.0,0.0,2024-09-29,10,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=YBHF86F8,YBHF86F8,ZAG 1-0 RAD | Zagłębie Lubin,Radomiak Radom
1.09,1.23,56,44,12,12,5,2,,,6,4,433.0,335.0,1,1,0,0,,,3,6,4.0,4.0,,,,,,,2.0,2.0,5.0,22.0,,,,,,,19,5,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=nsW3nGb6,nsW3nGb6,LEG 1-1 GOR | Legia Warszawa,Górnik Zabrze
1.24,0.9,59,41,21,8,6,2,,,14,1,367.0,251.0,3,2,0,0,,,9,3,6.0,3.0,,,,,,,1.0,3.0,21.0,11.0,,,,,,,10,16,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=r9PCpfTI,r9PCpfTI,MOT 2-1 SLA | Motor Lublin,Śląsk Wrocław
0.97,0.05,70,30,14,4,6,0,,,5,0,418.0,128.0,3,3,0,0,,,4,3,4.0,1.0,,,,,,,1.0,4.0,36.0,17.0,,,,,,,14,28,,,,,,,,,0,0,0,0,0,4,,,0.0,0.0,2024-09-28,10,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fmgV2yqm,fmgV2yqm,RAK 2-0 PUS | Raków Częstochowa,Puszcza Niepołomice
1.06,2.12,42,58,10,19,2,9,,,2,5,263.0,415.0,5,1,0,0,,,5,7,3.0,3.0,,,,,,,4.0,0.0,9.0,19.0,,,,,,,14,9,,,,,,,,,0,0,0,0,8,1,,,0.0,0.0,2024-09-27,10,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0QXelxUg,0QXelxUg,GDA 1-1 WID | Lechia Gdańsk,Widzew Łódź
1.46,0.27,43,57,15,14,6,7,,,7,7,241.0,365.0,2,3,0,0,,,7,4,2.0,3.0,,,,,,,4.0,1.0,14.0,14.0,,,,,,,8,11,,,,,,,,,0,0,0,0,6,3,,,0.0,0.0,2024-09-27,10,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GzmV0fd2,GzmV0fd2,KAT 3-1 POG | GKS Katowice,Pogoń Szczecin
0.79,0.63,51,49,17,8,7,2,,,7,5,352.0,361.0,1,3,0,0,,,6,4,4.0,2.0,,,,,,,2.0,3.0,13.0,13.0,,,,,,,9,8,,,,,,,,,0,0,0,0,0,7,,,0.0,0.0,2024-09-25,4,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=jZ4ui4Am,jZ4ui4Am,MOT 0-2 JAG | Motor Lublin,Jagiellonia Białystok
1.36,0.25,67,33,20,11,8,3,,,8,3,404.0,165.0,0,1,0,0,,,8,6,4.0,2.0,,,,,,,2.0,2.0,13.0,17.0,,,,,,,13,12,,,,,,,,,0,0,0,0,3,7,,,0.0,0.0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=W8E8cLkA,W8E8cLkA,LEC 1-0 SLA | Lech Poznań,Śląsk Wrocław
1.98,0.49,51,49,10,9,6,1,,,2,4,304.0,264.0,3,0,0,0,,,2,6,2.0,2.0,,,,,,,2.0,1.0,13.0,8.0,,,,,,,6,12,,,,,,,,,0,0,0,0,0,1,,,0.0,0.0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=AF1zCK43,AF1zCK43,RAK 5-1 ZAG | Raków Częstochowa,Zagłębie Lubin
1.26,1.13,52,48,20,14,5,2,,,3,4,389.0,360.0,1,1,0,0,,,12,11,3.0,1.0,,,,,,,2.0,1.0,11.0,10.0,,,,,,,7,9,,,,,,,,,0,0,0,0,2,4,,,0.0,0.0,2024-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=WUkqAbZF,WUkqAbZF,STA 1-0 MOT | Stal Mielec,Motor Lublin
2.0,0.39,51,49,26,8,12,2,,,2,1,431.0,417.0,1,1,0,0,,,12,3,2.0,3.0,,,,,,,0.0,1.0,22.0,12.0,,,,,,,11,20,,,,,,,,,0,0,0,0,2,9,,,0.0,0.0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=rmYDyvTj,rmYDyvTj,GOR 3-0 KAT | Górnik Zabrze,GKS Katowice
1.71,0.91,48,52,11,12,3,3,,,2,9,377.0,384.0,2,1,0,0,,,6,5,2.0,4.0,,,,,,,2.0,6.0,23.0,18.0,,,,,,,14,14,,,,,,,,,0,0,0,0,3,2,,,0.0,0.0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vegi8x4S,vegi8x4S,WID 1-0 PIA | Widzew Łódź,Piast Gliwice
2.06,1.59,52,48,18,13,6,7,,,5,3,373.0,340.0,2,2,0,0,,,7,3,5.0,3.0,,,,,,,0.0,1.0,16.0,15.0,,,,,,,14,14,,,,,,,,,0,0,0,0,5,3,,,0.0,0.0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=OrB0asLc,OrB0asLc,JAG 3-2 GDA | Jagiellonia Białystok,Lechia Gdańsk
0.84,1.54,41,59,13,22,2,7,,,2,7,179.0,326.0,7,4,1,0,,,5,9,6.0,6.0,,,,,,,1.0,1.0,10.0,16.0,,,,,,,13,8,,,,,,,,,0,0,0,0,5,1,,,0.0,0.0,2024-09-21,9,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/puszcza-dtqx13O8/szczegoly/statystyki/?mid=O6gmjwrp,O6gmjwrp,PUS 1-2 CRA | Puszcza Niepołomice,Cracovia
1.33,0.8,52,48,17,12,6,1,,,5,11,397.0,325.0,3,2,0,0,,,6,4,5.0,7.0,,,,,,,1.0,4.0,13.0,15.0,,,,,,,13,9,,,,,,,,,0,0,0,0,1,5,,,0.0,0.0,2024-09-20,9,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=Sz8HeaKM,Sz8HeaKM,POG 1-0 LEG | Pogoń Szczecin,Legia Warszawa
1.35,0.58,56,44,18,11,6,3,,,4,3,312.0,243.0,5,5,0,0,,,8,6,4.0,2.0,,,,,,,0.0,1.0,16.0,19.0,,,,,,,16,13,,,,,,,,,0,0,0,0,3,2,,,0.0,0.0,2024-09-20,9,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=r99llHCd,r99llHCd,RAD 4-0 KOR | Radomiak Radom,Korona Kielce
0.63,0.84,60,40,10,6,3,2,,,3,0,297.0,198.0,4,4,0,0,,,6,1,1.0,3.0,,,,,,,3.0,3.0,17.0,11.0,,,,,,,8,16,,,,,,,,,0,0,0,0,1,3,,,0.0,0.0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=lQdIn4yh,lQdIn4yh,LEG 0-1 RAK | Legia Warszawa,Raków Częstochowa
2.24,0.9,43,57,12,11,5,4,,,7,5,48.0,25.0,2,3,0,0,,,3,4,4.0,3.0,,,,,,,0.0,0.0,18.0,15.0,,,,,,,13,17,,,,,,,,,0,0,0,0,4,3,,,0.0,0.0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=4KFhWriB,4KFhWriB,KOR 2-0 ZAG | Korona Kielce,Zagłębie Lubin
1.33,0.23,60,40,13,3,5,2,,,3,3,382.0,216.0,1,2,0,0,,,8,1,0.0,0.0,,,,,,,1.0,2.0,18.0,14.0,,,,,,,11,16,,,,,,,,,0,0,0,0,1,4,,,0.0,0.0,2024-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/puszcza-dtqx13O8/szczegoly/statystyki/?mid=I5lZrMzH,I5lZrMzH,PIA 1-1 PUS | Piast Gliwice,Puszcza Niepołomice
2.51,0.1,60,40,16,2,6,0,,,6,1,446.0,278.0,1,3,0,1,,,4,1,6.0,1.0,,,,,,,5.0,2.0,19.0,23.0,,,,,,,15,15,,,,,,,,,0,0,0,0,0,1,,,0.0,0.0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=CpJ0UMLN,CpJ0UMLN,LEC 5-0 JAG | Lech Poznań,Jagiellonia Białystok
1.66,1.17,38,62,18,16,6,6,,,6,7,218.0,405.0,1,4,0,1,,,10,4,2.0,6.0,,,,,,,1.0,3.0,12.0,12.0,,,,,,,10,8,,,,,,,,,0,0,0,0,5,4,,,0.0,0.0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=zuOyzRin,zuOyzRin,CRA 2-1 POG | Cracovia,Pogoń Szczecin
1.75,1.42,47,53,15,18,8,4,,,11,2,290.0,348.0,4,2,0,0,,,3,10,4.0,4.0,,,,,,,2.0,1.0,10.0,12.0,,,,,,,9,10,,,,,,,,,0,0,0,0,4,7,,,0.0,0.0,2024-09-14,8,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=dIfXO0qo,dIfXO0qo,GDA 1-0 RAD | Lechia Gdańsk,Radomiak Radom
1.66,2.24,41,59,16,19,3,4,,,5,4,271.0,444.0,2,3,0,0,,,7,8,6.0,7.0,,,,,,,6.0,1.0,14.0,23.0,,,,,,,14,12,,,,,,,,,0,0,0,0,2,1,,,0.0,0.0,2024-09-13,8,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8hMqY4Mb,8hMqY4Mb,KAT 2-2 WID | GKS Katowice,Widzew Łódź
1.87,1.03,44,56,14,12,3,4,,,6,1,362.0,498.0,1,2,0,0,,,9,6,2.0,2.0,,,,,,,1.0,2.0,13.0,17.0,,,,,,,14,11,,,,,,,,,0,0,0,0,4,2,,,0.0,0.0,2024-09-13,8,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=phjRpr64,phjRpr64,MOT 1-0 GOR | Motor Lublin,Górnik Zabrze
1.78,0.47,57,43,12,10,4,3,,,4,9,473.0,328.0,1,7,0,1,,,2,5,6.0,2.0,,,,,,,4.0,0.0,11.0,19.0,,,,,,,12,9,,,,,,,,,0,0,0,0,3,3,,,0.0,0.0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=8EZYJE1l,8EZYJE1l,JAG 1-0 WID | Jagiellonia Białystok,Widzew Łódź
1.17,0.61,62,38,14,14,5,4,,,6,4,267.0,190.0,2,4,0,0,,,6,6,3.0,4.0,,,,,,,1.0,1.0,17.0,11.0,,,,,,,10,16,,,,,,,,,0,0,0,0,1,0,,,0.0,0.0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=40JyvzgK,40JyvzgK,POG 5-3 SLA | Pogoń Szczecin,Śląsk Wrocław
3.88,0.75,61,39,19,13,10,6,,,5,6,273.0,123.0,4,3,0,0,,,2,5,7.0,2.0,,,,,,,2.0,1.0,12.0,20.0,,,,,,,17,12,,,,,,,,,0,0,0,0,4,5,,,0.0,0.0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=C6WkGW0D,C6WkGW0D,LEG 5-2 MOT | Legia Warszawa,Motor Lublin
2.13,1.93,71,29,19,12,3,5,,,8,6,572.0,183.0,2,2,0,0,,,13,5,3.0,2.0,,,,,,,4.0,0.0,16.0,13.0,,,,,,,8,16,,,,,,,,,0,0,0,0,2,1,,,0.0,0.0,2024-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Otb2PzvR,Otb2PzvR,GOR 2-3 GDA | Górnik Zabrze,Lechia Gdańsk
1.55,1.87,48,52,11,21,5,3,,,2,6,275.0,312.0,2,3,0,0,,,3,13,3.0,5.0,,,,,,,0.0,1.0,21.0,15.0,,,,,,,13,17,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=foQ8Wiof,foQ8Wiof,RAD 2-1 CRA | Radomiak Radom,Cracovia
0.87,1.33,48,52,9,21,4,6,,,3,8,277.0,315.0,1,0,0,0,,,4,8,1.0,7.0,,,,,,,0.0,1.0,7.0,12.0,,,,,,,11,7,,,,,,,,,0,0,0,0,6,3,,,0.0,0.0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GvwsIhW0,GvwsIhW0,ZAG 1-0 KAT | Zagłębie Lubin,GKS Katowice
1.23,0.69,36,64,11,15,3,3,,,2,10,171.0,347.0,1,2,0,0,,,5,9,3.0,3.0,,,,,,,1.0,1.0,22.0,20.0,,,,,,,16,19,,,,,,,,,0,0,0,0,3,3,,,0.0,0.0,2024-08-31,7,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/puszcza-dtqx13O8/szczegoly/statystyki/?mid=nLM0YDGs,nLM0YDGs,PUS 0-0 KOR | Puszcza Niepołomice,Korona Kielce
0.52,1.58,44,56,11,12,1,3,,,5,4,300.0,405.0,2,1,1,0,,,5,3,5.0,6.0,,,,,,,1.0,3.0,19.0,16.0,,,,,,,14,14,,,,,,,,,0,0,0,0,1,1,,,0.0,0.0,2024-08-30,7,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=OQHPS9pJ,OQHPS9pJ,STA 0-2 LEC | Stal Mielec,Lech Poznań
0.4,1.65,54,46,5,12,1,3,,,2,4,300.0,242.0,2,1,0,0,,,2,4,2.0,5.0,,,,,,,3.0,1.0,16.0,17.0,,,,,,,13,14,,,,,,,,,0,0,0,0,2,1,,,0.0,0.0,2024-08-30,7,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=G0EHUVF6,G0EHUVF6,RAK 0-1 PIA | Raków Częstochowa,Piast Gliwice
1.21,0.46,50,50,10,13,3,3,,,4,3,373.0,352.0,1,1,0,0,,,3,6,4.0,4.0,,,,,,,1.0,2.0,16.0,16.0,,,,,,,13,14,,,,,,,,,0,0,0,0,2,1,,,0.0,0.0,2024-08-26,6,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=ljvRjGX1,ljvRjGX1,KOR 2-1 STA | Korona Kielce,Stal Mielec
1.63,1.39,34,66,10,11,4,3,,,1,4,180.0,390.0,2,4,0,0,,,4,5,2.0,3.0,,,,,,,2.0,0.0,9.0,14.0,,,,,,,13,9,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=WYueRd9E,WYueRd9E,SLA 1-1 LEG | Śląsk Wrocław,Legia Warszawa
4.27,1.16,56,44,22,11,10,3,,,7,2,,,3,4,0,1,,,4,2,8.0,6.0,,,,,,,4.0,1.0,11.0,10.0,,,,,,,7,9,,,,,,,,,0,0,0,0,3,8,,,0.0,0.0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GdWCEJP8,GdWCEJP8,LEC 2-0 POG | Lech Poznań,Pogoń Szczecin
1.08,1.59,35,65,20,9,6,5,,,4,4,216.0,463.0,2,1,0,0,,,10,1,4.0,3.0,,,,,,,4.0,1.0,15.0,21.0,,,,,,,16,12,,,,,,,,,0,0,0,0,4,3,,,0.0,0.0,2024-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=hOpIhx3k,hOpIhx3k,KAT 3-1 JAG | GKS Katowice,Jagiellonia Białystok
0.42,1.42,45,55,9,13,3,5,,,3,5,309.0,377.0,3,2,0,0,,,4,4,2.0,4.0,,,,,,,1.0,1.0,17.0,17.0,,,,,,,14,16,,,,,,,,,0,0,0,0,5,2,,,0.0,0.0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=rDa05Fne,rDa05Fne,PIA 1-0 ZAG | Piast Gliwice,Zagłębie Lubin
1.75,1.09,45,55,18,8,4,2,,,5,3,302.0,382.0,1,1,0,2,,,12,4,2.0,2.0,,,,,,,2.0,0.0,9.0,16.0,,,,,,,12,8,,,,,,,,,0,0,0,0,0,1,,,0.0,0.0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=dhanbbuS,dhanbbuS,CRA 3-2 GOR | Cracovia,Górnik Zabrze
0.93,0.63,57,43,16,10,2,3,,,6,4,325.0,231.0,1,3,0,0,,,5,3,9.0,4.0,,,,,,,1.0,3.0,13.0,15.0,,,,,,,12,10,,,,,,,,,0,0,0,0,3,2,,,0.0,0.0,2024-08-24,6,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/puszcza-dtqx13O8/szczegoly/statystyki/?mid=no6i7yIr,no6i7yIr,MOT 0-0 PUS | Motor Lublin,Puszcza Niepołomice
0.35,1.36,51,49,8,14,1,4,,,5,2,273.0,265.0,2,2,0,0,,,6,8,1.0,2.0,,,,,,,2.0,0.0,19.0,17.0,,,,,,,14,15,,,,,,,,,0,0,0,0,2,0,,,0.0,0.0,2024-08-23,6,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=xCKLCcfL,xCKLCcfL,GDA 1-2 RAK | Lechia Gdańsk,Raków Częstochowa
2.69,0.6,52,48,16,6,6,3,,,7,4,324.0,286.0,2,8,0,1,,,7,2,3.0,1.0,,,,,,,5.0,4.0,28.0,20.0,,,,,,,13,22,,,,,,,,,0,0,0,0,1,3,,,0.0,0.0,2024-08-23,6,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=GQc83gH7,GQc83gH7,WID 3-2 RAD | Widzew Łódź,Radomiak Radom
0.95,0.21,43,57,5,7,3,2,,,1,5,309.0,413.0,5,0,0,0,,,2,3,0.0,2.0,,,,,,,1.0,5.0,11.0,17.0,,,,,,,13,5,,,,,,,,,0,0,0,0,2,1,,,0.0,0.0,2024-08-19,5,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fT2V1tt3,fT2V1tt3,STA 2-0 PIA | Stal Mielec,Piast Gliwice
0.56,0.86,53,47,10,16,0,5,,,5,4,435.0,400.0,2,3,0,0,,,7,6,3.0,5.0,,,,,,,1.0,2.0,16.0,7.0,,,,,,,6,12,,,,,,,,,0,0,0,0,5,0,,,0.0,0.0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=rHeprnkU,rHeprnkU,GOR 0-0 RAK | Górnik Zabrze,Raków Częstochowa
2.14,0.62,52,48,15,13,7,3,,,3,3,343.0,296.0,2,4,0,0,,,6,8,2.0,2.0,,,,,,,0.0,1.0,13.0,13.0,,,,,,,13,12,,,,,,,,,0,0,0,0,2,3,,,0.0,0.0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=2LSAb7ZA,2LSAb7ZA,LEG 4-1 RAD | Legia Warszawa,Radomiak Radom
1.16,0.89,44,57,17,17,5,5,,,2,5,257.0,330.0,2,4,1,0,,,9,7,3.0,5.0,,,,,,,0.0,2.0,24.0,13.0,,,,,,,14,18,,,,,,,,,0,0,0,0,4,4,,,0.0,0.0,2024-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=2g6w0KAF,2g6w0KAF,SLA 1-1 KOR | Śląsk Wrocław,Korona Kielce
1.52,0.09,63,37,24,5,8,2,,,9,3,511.0,286.0,1,0,0,0,,,8,1,8.0,2.0,,,,,,,2.0,3.0,13.0,13.0,,,,,,,9,9,,,,,,,,,0,0,0,0,2,6,,,0.0,0.0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=67MztaJq,67MztaJq,POG 2-0 WID | Pogoń Szczecin,Widzew Łódź
0.93,0.97,46,54,19,13,7,2,,,3,3,347.0,425.0,2,3,0,0,,,8,5,4.0,6.0,,,,,,,1.0,3.0,14.0,12.0,,,,,,,11,11,,,,,,,,,0,0,0,0,1,7,,,0.0,0.0,2024-08-17,5,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=U7U20T4b,U7U20T4b,ZAG 0-1 LEC | Zagłębie Lubin,Lech Poznań
