xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,rozne_gosp,rozne_gosc,podania_gosp,podania_gosc,zk_gosp,zk_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,faule_gosp,faule_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,zapobiegniecia_gosc,bledy_strzal_gosc,bledy_gol_gosc,bledy_gol_gosp,zapobiegniecia_gosp,czk_gosc,czk_gosp,bledy_strzal_gosp,data_meczu_flash,kolejka_flash,url,flash_id,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc
,,53,47,10,9,4,7,4,2,276,257,1,3,6,2,1,5,25,15,14,23,2,1,0,0,0,0,0,0,0,0,2023-09-24,9,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=bkXG6ogS,bkXG6ogS,,
,,58,42,9,8,2,2,7,2,413,273,2,2,7,6,2,3,22,12,10,19,2,1,0,0,0,0,0,0,1,0,2023-09-24,9,https://www.flashscore.pl/mecz/pilka-nozna/warta-poznan-CrVUWAl8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=hnsdB9vc,hnsdB9vc,,
,,60,40,14,10,5,3,4,5,544,314,1,0,9,7,0,1,8,6,5,7,2,3,0,0,0,0,0,0,0,0,2023-09-23,9,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=Qau49m99,Qau49m99,,
,,48,52,15,12,3,5,3,5,323,365,1,3,12,7,7,1,12,17,12,12,0,2,0,0,0,0,0,0,0,0,2023-09-23,9,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GUcDnQ1d,GUcDnQ1d,,
,,44,56,14,10,6,2,3,5,335,434,2,3,8,8,1,0,10,17,16,10,2,5,0,0,0,0,0,1,0,0,2023-09-23,9,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=UXNn1PGk,UXNn1PGk,,
,,63,37,23,9,4,2,5,5,334,170,1,4,19,7,2,0,20,16,14,21,1,3,0,0,0,0,0,0,0,0,2023-09-23,9,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=KbYC7RwM,KbYC7RwM,,
,,37,63,6,16,4,8,1,7,236,472,5,3,2,8,1,1,17,19,19,17,6,2,0,0,0,0,0,0,1,0,2023-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=jsPr251q,jsPr251q,,
,,47,53,14,8,5,2,2,3,261,298,3,3,9,6,4,0,16,14,13,17,1,4,0,0,0,0,0,0,0,0,2023-09-22,9,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Wxt0ATg3,Wxt0ATg3,,
,,54,46,18,9,6,4,5,2,482,361,1,3,12,5,2,1,9,20,18,8,2,2,0,0,0,0,0,1,0,0,2023-09-18,8,https://www.flashscore.pl/mecz/pilka-nozna/stal-mielec-pxXiDZkQ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=6e8wgSOS,6e8wgSOS,,
,,34,66,7,11,2,5,2,6,207,487,3,0,5,6,0,1,7,12,11,4,3,2,0,0,0,0,0,0,0,0,2023-09-17,8,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=rHa5lnXq,rHa5lnXq,,
,,44,56,10,12,6,2,4,6,231,342,1,2,4,10,0,4,13,10,11,10,2,4,0,0,0,0,0,0,0,0,2023-09-17,8,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=xva9m6nj,xva9m6nj,,
,,54,46,11,11,5,4,4,6,326,258,2,4,6,7,2,2,17,16,14,15,2,2,0,0,0,0,0,0,0,0,2023-09-17,8,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=G0WHcjAc,G0WHcjAc,,
,,50,50,13,6,3,3,3,1,314,333,5,5,10,3,2,2,19,24,23,16,2,2,0,0,0,0,0,1,0,0,2023-09-16,8,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=bPLMdAP3,bPLMdAP3,,
,,56,44,10,16,1,5,5,6,387,285,2,2,9,11,1,0,20,19,18,19,5,0,0,0,0,0,0,1,0,0,2023-09-16,8,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=OWIYg89M,OWIYg89M,,
,,54,46,25,8,9,5,6,9,346,259,2,1,16,3,0,1,9,11,13,11,4,6,0,0,0,0,0,0,0,0,2023-09-16,8,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=xGKQeUvA,xGKQeUvA,,
,,57,43,15,10,3,1,12,5,306,208,3,4,12,9,1,2,18,17,18,17,1,2,0,0,0,0,0,0,0,0,2023-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=2cSDbWfi,2cSDbWfi,,
,,41,59,7,19,4,7,3,3,200,335,4,1,3,12,5,1,13,28,25,14,4,3,0,0,0,0,0,0,1,0,2023-09-15,8,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=ptKUflfG,ptKUflfG,,
,,59,41,12,8,6,2,7,3,360,209,2,4,6,6,3,3,23,21,17,20,2,4,0,0,0,0,0,0,0,0,2023-09-03,7,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=G2NggyJB,G2NggyJB,,
,,60,40,20,8,10,3,6,5,462,274,1,1,10,5,1,4,14,16,15,11,2,7,0,0,0,0,0,1,0,0,2023-09-03,7,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=Of5necla,Of5necla,,
,,51,49,19,7,8,1,8,5,291,268,1,5,11,6,2,1,15,16,16,13,1,7,0,0,0,0,0,0,0,0,2023-09-03,7,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=2uHwcJJn,2uHwcJJn,,
,,27,73,13,9,4,3,3,5,161,537,5,4,9,6,0,1,13,11,12,12,2,2,0,0,0,0,0,0,0,0,2023-09-03,7,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=lfvWZnIj,lfvWZnIj,,
,,71,29,20,6,5,2,14,1,538,188,2,1,15,4,1,1,13,15,15,11,1,4,0,0,0,0,0,0,0,0,2023-09-02,7,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=tWFsdwZh,tWFsdwZh,,
,,56,44,14,7,3,2,10,2,345,258,2,1,11,5,1,1,8,16,16,8,2,3,0,0,0,0,0,0,0,0,2023-09-02,7,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=Y5CZca4t,Y5CZca4t,,
,,45,55,13,22,3,9,7,4,239,322,4,1,10,13,1,2,17,20,19,12,8,2,0,0,0,0,0,0,0,0,2023-09-02,7,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=MuOkfH35,MuOkfH35,,
,,47,53,16,14,5,4,10,3,256,333,0,3,11,10,0,3,8,10,9,6,3,4,0,0,0,0,0,0,0,0,2023-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fgMcheYH,fgMcheYH,,
,,68,32,10,5,1,2,1,0,454,170,4,5,9,3,0,1,28,13,15,27,0,1,0,0,0,0,0,0,0,0,2023-09-01,7,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=A3uSzT2p,A3uSzT2p,,
,,66,34,15,6,2,3,4,1,428,183,3,4,13,3,2,5,15,12,9,11,1,2,0,0,0,0,0,0,0,0,2023-08-30,3,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=rwkLNqTQ,rwkLNqTQ,,
,,56,44,21,8,9,1,8,5,468,355,2,2,12,7,4,1,13,13,7,12,0,5,0,0,0,0,0,1,0,0,2023-08-27,6,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=G8Q3ptzs,G8Q3ptzs,,
,,62,38,18,8,6,3,4,2,399,229,1,4,12,5,2,2,14,17,15,11,3,4,0,0,0,0,0,1,0,0,2023-08-27,6,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=UBU7q0km,UBU7q0km,,
,,58,42,18,8,6,1,6,2,397,254,3,2,12,7,2,0,11,17,16,13,1,6,0,0,0,0,0,0,0,0,2023-08-26,6,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=2PSFsvKa,2PSFsvKa,,
,,47,53,14,11,4,3,3,3,331,388,4,8,10,8,3,0,9,16,19,11,2,2,0,0,0,0,0,1,0,0,2023-08-26,6,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/puszcza-dtqx13O8/szczegoly/statystyki/?mid=MRrHuIlC,MRrHuIlC,,
,,46,54,2,14,0,1,3,8,281,329,3,1,2,13,0,0,11,9,9,12,1,0,0,0,0,0,0,0,0,0,2023-08-26,6,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=UinPwdJO,UinPwdJO,,
,,68,32,14,13,1,5,9,2,423,164,6,3,13,8,1,2,12,18,17,11,3,1,0,0,0,0,0,0,0,0,2023-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=WdQ72udP,WdQ72udP,,
,,36,64,6,13,2,1,1,9,215,445,3,2,4,12,1,2,12,19,18,10,1,0,0,0,0,0,0,0,0,0,2023-08-25,6,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=GlrLvx4I,GlrLvx4I,,
,,42,58,19,14,4,6,6,11,224,363,4,3,15,8,0,2,14,10,12,12,5,3,0,0,0,0,0,0,0,0,2023-08-21,5,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=KtBPWM5s,KtBPWM5s,,
,,50,50,17,8,5,1,9,2,376,360,4,3,12,7,2,3,15,18,16,13,1,4,0,0,0,0,0,0,1,0,2023-08-20,5,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=AV3xUKk0,AV3xUKk0,,
,,26,74,13,15,3,3,1,5,144,535,3,4,10,12,0,2,11,7,9,9,2,0,0,0,0,0,0,0,0,0,2023-08-20,5,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=ARmykMRP,ARmykMRP,,
,,43,57,13,16,5,4,7,4,252,368,2,4,8,12,1,2,14,12,10,12,4,4,0,0,0,0,0,0,0,0,2023-08-20,5,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=WzkXk2CJ,WzkXk2CJ,,
,,46,54,13,11,3,4,7,7,285,342,5,3,10,7,1,0,18,15,14,19,3,3,0,0,0,0,0,0,0,0,2023-08-19,5,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=rLekRIZI,rLekRIZI,,
,,53,47,16,9,5,2,6,2,403,335,3,3,11,7,2,1,8,6,14,11,2,3,0,0,0,0,0,0,0,0,2023-08-19,5,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=4UdoSbKC,4UdoSbKC,,
,,52,48,12,15,5,7,8,6,235,235,3,4,7,8,4,0,12,15,15,16,5,2,0,0,0,0,0,0,0,0,2023-08-19,5,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=M57tTv56,M57tTv56,,
,,39,61,6,14,3,4,4,8,213,353,3,2,3,10,2,1,13,21,19,12,3,2,0,0,0,0,0,0,0,0,2023-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=xI5UVtLm,xI5UVtLm,,
,,67,33,14,16,8,4,7,7,482,179,2,5,6,12,1,3,21,14,13,19,4,7,0,0,0,0,0,1,0,0,2023-08-18,5,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=G84YU0zf,G84YU0zf,,
,,43,57,10,9,4,2,4,4,222,321,3,2,6,7,1,0,9,17,18,9,0,2,0,0,0,0,0,0,0,0,2023-08-14,4,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=OAPgxqrK,OAPgxqrK,,
,,25,75,12,20,1,5,4,8,98,486,5,2,8,11,0,3,15,24,24,12,4,0,0,0,0,0,0,0,0,0,2023-08-13,4,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/puszcza-dtqx13O8/szczegoly/statystyki/?mid=82s7EujD,82s7EujD,3,4
,,63,37,18,16,3,3,8,5,400,204,0,3,11,10,1,2,19,15,14,17,1,3,0,0,0,0,0,0,0,0,2023-08-13,4,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=UBr3FLz7,UBr3FLz7,4,3
,,50,50,11,11,5,3,2,5,360,347,5,3,6,8,3,1,16,15,12,14,3,4,0,0,0,0,0,0,1,0,2023-08-12,4,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=IXOcy3cQ,IXOcy3cQ,,
,,55,45,21,14,4,3,6,3,321,260,3,2,17,11,2,0,11,11,9,11,2,4,0,0,0,0,0,0,0,0,2023-08-12,4,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=ELuiINjl,ELuiINjl,,
,,54,46,11,15,7,4,5,1,384,304,3,1,4,11,5,2,9,11,8,12,3,4,0,0,0,0,0,0,0,0,2023-08-12,4,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=A7LkwPSD,A7LkwPSD,,
,,48,52,18,8,5,2,8,2,307,356,3,4,13,6,1,3,12,18,19,11,1,3,0,0,0,0,0,0,0,0,2023-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=zyUaG1L0,zyUaG1L0,,
,,38,62,14,15,8,3,8,8,235,466,2,4,6,12,1,2,13,15,16,10,2,6,0,0,0,0,0,0,0,0,2023-08-11,4,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0IymJ3yr,0IymJ3yr,,
,,31,69,5,9,2,2,2,7,156,450,4,3,3,7,1,1,16,24,24,14,2,1,0,0,0,0,0,0,0,0,2023-08-07,3,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=fH8Q1267,fH8Q1267,,
,,73,27,24,8,6,1,6,4,568,164,3,3,18,7,3,3,14,15,11,11,1,3,0,0,0,0,0,1,0,0,2023-08-06,3,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=rs5M2ri1,rs5M2ri1,,
,,48,52,18,11,7,3,6,8,367,405,4,3,11,8,2,3,14,14,12,11,2,6,0,0,0,0,0,1,0,0,2023-08-06,3,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=0IFH3Oye,0IFH3Oye,,
,,66,34,25,11,4,4,6,0,421,189,1,1,21,7,5,3,16,13,8,13,3,4,0,0,0,0,0,0,0,0,2023-08-05,3,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=8Kd8Qoq8,8Kd8Qoq8,,
,,53,47,6,5,3,0,6,4,302,262,5,4,3,5,2,1,27,17,15,26,0,3,0,0,0,0,0,0,1,0,2023-08-05,3,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=hhC95p7r,hhC95p7r,,
,,74,26,16,14,7,5,8,5,456,100,1,1,9,9,2,2,17,13,10,16,3,5,0,0,0,0,0,0,0,0,2023-08-05,3,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=nBeCP5bE,nBeCP5bE,,
,,42,58,7,20,3,4,2,5,280,381,2,3,4,16,3,0,18,27,24,19,3,1,0,0,0,0,0,0,0,0,2023-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=4njHOPDK,4njHOPDK,,
,,56,44,15,9,2,3,3,4,412,299,1,3,13,6,2,0,14,12,11,14,2,0,0,0,0,0,0,0,0,0,2023-08-04,3,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=MRGD44Ml,MRGD44Ml,,
,,57,43,25,10,9,2,16,7,390,274,1,1,16,8,0,5,15,11,10,10,1,7,0,0,0,0,0,0,0,0,2023-07-30,2,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=nmcPQfwi,nmcPQfwi,,
,,48,52,15,13,7,3,3,3,319,351,4,2,8,10,3,0,13,18,19,12,3,5,0,0,0,0,0,0,0,0,2023-07-30,2,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=pS4jI2Zj,pS4jI2Zj,,
,,43,57,8,25,2,3,1,10,268,384,0,0,6,22,0,1,10,17,18,9,3,2,0,0,0,0,0,0,0,0,2023-07-30,2,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=K0eXOY73,K0eXOY73,,
,,54,46,21,7,6,5,6,6,355,295,1,1,15,2,0,0,13,11,11,14,3,5,0,0,0,0,0,0,0,0,2023-07-29,2,https://www.flashscore.pl/mecz/pilka-nozna/slask-wroclaw-E1Oxemse/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=GSltNCxG,GSltNCxG,,
,,61,39,12,11,6,6,5,4,373,196,3,0,6,5,1,0,20,11,11,21,5,2,0,0,0,0,0,0,0,0,2023-07-29,2,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/puszcza-dtqx13O8/szczegoly/statystyki/?mid=ldJKNOBT,ldJKNOBT,,
,,30,70,12,12,4,1,7,5,163,524,0,2,8,11,0,0,12,12,12,12,1,2,0,0,0,0,0,0,0,0,2023-07-29,2,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=Y3ayOhN9,Y3ayOhN9,,
,,39,61,12,17,5,2,4,9,229,375,3,3,7,15,3,1,16,21,20,16,2,3,0,0,0,0,0,1,0,0,2023-07-28,2,https://www.flashscore.pl/mecz/pilka-nozna/lks-lodz-ShUKWHDG/ruch-chorzow-S4zygtuJ/szczegoly/statystyki/?mid=QwdTPEhc,QwdTPEhc,,
,,58,42,11,4,5,2,2,3,370,240,3,3,6,2,2,1,9,13,11,11,1,4,0,0,0,0,0,0,0,0,2023-07-24,1,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/slask-wroclaw-E1Oxemse/szczegoly/statystyki/?mid=C0R95Pko,C0R95Pko,,
,,58,42,12,14,6,4,5,1,382,246,3,0,6,10,3,4,14,20,17,9,2,3,0,0,0,0,0,0,0,0,2023-07-23,1,https://www.flashscore.pl/mecz/pilka-nozna/puszcza-dtqx13O8/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=hUPBPpsH,hUPBPpsH,,
,,64,36,16,6,3,1,4,1,436,210,1,3,13,5,2,2,15,15,13,15,1,1,0,0,0,0,0,0,0,0,2023-07-23,1,https://www.flashscore.pl/mecz/pilka-nozna/ruch-chorzow-S4zygtuJ/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=AiurA5sU,AiurA5sU,,
,,51,49,4,20,0,4,2,9,346,325,2,0,4,16,2,2,20,22,20,17,2,0,0,0,0,0,0,0,0,0,2023-07-23,1,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=hGpwBoSN,hGpwBoSN,,
,,40,60,11,5,5,2,4,1,,,1,4,6,3,2,1,20,12,9,20,0,4,0,0,0,0,0,0,0,0,2023-07-22,1,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=OlYfTSsh,OlYfTSsh,,
,,62,38,9,0,4,0,8,4,249,140,0,4,5,0,0,1,11,9,6,8,0,1,0,0,0,0,0,0,0,0,2023-07-22,1,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=6DNaSncb,6DNaSncb,,
,,48,52,8,17,4,8,4,8,282,298,2,2,4,9,4,0,12,15,11,10,6,2,0,0,0,0,0,0,0,0,2023-07-22,1,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/stal-mielec-pxXiDZkQ/szczegoly/statystyki/?mid=p4M3R6C4,p4M3R6C4,,
,,59,41,18,7,9,1,8,4,458,278,0,0,9,6,0,1,17,8,8,17,1,6,0,0,0,0,0,0,0,0,2023-07-21,1,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/lks-lodz-ShUKWHDG/szczegoly/statystyki/?mid=Q3FiU8So,Q3FiU8So,,
,,29,71,9,12,1,3,6,5,168,551,1,0,8,9,4,1,10,16,12,9,2,1,0,0,0,0,0,0,0,0,2023-07-21,1,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/warta-poznan-CrVUWAl8/szczegoly/statystyki/?mid=EwR7QQRA,EwR7QQRA,,
