xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
0.81,1.79,39.0,61.0,11.0,15.0,1.0,4.0,0.0,3.0,4.0,7.0,0,0,0.1,1.37,7.0,2.0,3.0,9.0,8.0,7.0,3.0,8.0,18.0,19.0,0.0,4.0,12.0,17.0,0.56,1.92,17.0,12.0,53.0,55.0,36.0,31.0,10.0,12.0,1,0,0,0,3.0,1.0,1.37,0.1,0.37,0.1,0,0,2026-02-02,19.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=4dg9seDU,4dg9seDU,238,336,445,534,17,46,27,67,46.0,89.0,87.0,130.0,5.0,15.0,7.0,23.0,13,18,10,17,CRA,BBT
2.29,1.75,64.0,36.0,17.0,15.0,8.0,3.0,3.0,5.0,5.0,3.0,0,0,3.27,1.44,4.0,7.0,5.0,5.0,14.0,12.0,3.0,3.0,52.0,30.0,2.0,4.0,9.0,12.0,2.0,0.84,12.0,9.0,67.0,53.0,17.0,35.0,10.0,12.0,2,0,0,0,1.0,7.0,1.44,3.27,-0.56,2.27,0,0,2026-02-01,19.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=rNOJ1bbn,rNOJ1bbn,417,516,202,296,30,63,20,62,156.0,205.0,54.0,96.0,9.0,27.0,3.0,11.0,13,19,19,26,KOR,LEG
1.81,2.82,33.0,67.0,13.0,22.0,5.0,11.0,4.0,4.0,3.0,8.0,3,1,1.61,3.31,4.0,4.0,4.0,7.0,10.0,13.0,3.0,9.0,23.0,41.0,2.0,3.0,9.0,10.0,1.25,2.15,10.0,9.0,39.0,68.0,38.0,18.0,9.0,8.0,0,0,0,1,10.0,4.0,3.31,1.61,2.31,-0.39,0,0,2026-02-01,19.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=dWk1qHrI,dWk1qHrI,197,278,489,553,19,60,23,38,46.0,71.0,161.0,195.0,2.0,12.0,10.0,34.0,9,20,9,14,RCZ,WPL
2.15,1.8,40.0,60.0,12.0,17.0,7.0,4.0,5.0,2.0,3.0,6.0,2,3,3.33,2.0,5.0,8.0,0.0,5.0,9.0,12.0,3.0,5.0,24.0,36.0,4.0,3.0,8.0,16.0,1.82,1.43,16.0,8.0,54.0,47.0,45.0,21.0,4.0,7.0,1,0,0,0,3.0,5.0,2.0,3.33,1.0,1.33,0,0,2026-02-01,19.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=GzNRaxTb,GzNRaxTb,270,346,427,507,11,37,37,67,45.0,74.0,142.0,191.0,6.0,14.0,5.0,26.0,12,23,4,9,MOT,POG
2.65,1.06,72.0,28.0,28.0,12.0,5.0,8.0,4.0,2.0,7.0,3.0,1,2,2.08,1.7,4.0,3.0,19.0,1.0,21.0,6.0,7.0,6.0,68.0,16.0,0.0,2.0,14.0,14.0,2.82,0.55,14.0,14.0,42.0,51.0,12.0,38.0,2.0,13.0,2,0,0,0,6.0,4.0,1.7,2.08,-0.3,1.08,0,0,2026-01-31,19.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=thPhEyrh,thPhEyrh,587,679,186,262,24,44,21,48,172.0,211.0,51.0,84.0,12.0,36.0,1.0,11.0,7,11,7,16,LPO,LGD
1.69,1.23,54.0,46.0,17.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,4,3,1.12,1.68,7.0,2.0,7.0,0.0,9.0,4.0,8.0,1.0,27.0,13.0,0.0,2.0,16.0,16.0,0.59,0.43,16.0,16.0,59.0,58.0,19.0,35.0,10.0,11.0,0,3,1,0,0.0,2.0,1.68,1.12,-1.32,0.12,0,0,2026-01-31,19.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=ziI1CFC4,ziI1CFC4,305,411,244,354,25,53,11,54,85.0,134.0,35.0,71.0,1.0,20.0,2.0,12.0,8,16,15,23,JAG,WID
1.79,0.98,48.0,52.0,18.0,9.0,8.0,1.0,2.0,2.0,3.0,2.0,1,0,2.72,0.1,5.0,5.0,5.0,3.0,14.0,4.0,4.0,5.0,30.0,16.0,2.0,2.0,20.0,9.0,0.53,0.55,9.0,20.0,54.0,33.0,42.0,42.0,5.0,7.0,0,1,0,0,0.0,6.0,0.1,2.72,-0.9,0.72,0,0,2026-01-31,19.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=UDezdfSN,UDezdfSN,298,377,338,406,30,58,20,40,83.0,123.0,72.0,110.0,5.0,20.0,3.0,21.0,4,9,4,6,GOR,PIA
0.78,0.72,49.0,51.0,11.0,16.0,1.0,7.0,2.0,0.0,1.0,4.0,0,4,0.02,0.95,9.0,4.0,1.0,5.0,6.0,9.0,5.0,7.0,23.0,27.0,0.0,3.0,15.0,12.0,0.82,0.64,12.0,15.0,55.0,50.0,22.0,32.0,12.0,6.0,2,0,0,0,5.0,1.0,0.95,0.02,-1.05,0.02,0,0,2026-01-30,19.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=MmhScGcB,MmhScGcB,242,351,286,378,24,63,26,66,59.0,97.0,73.0,110.0,5.0,18.0,2.0,15.0,9,16,10,11,GKS,ZAG
0.65,0.56,52.0,48.0,10.0,10.0,2.0,3.0,0.0,0.0,5.0,3.0,3,1,0.18,0.6,4.0,5.0,4.0,2.0,6.0,3.0,4.0,7.0,18.0,12.0,2.0,2.0,14.0,14.0,1.19,0.4,14.0,14.0,54.0,49.0,27.0,30.0,12.0,14.0,1,1,0,0,2.0,2.0,0.6,0.18,-0.4,0.18,0,0,2025-12-14,1.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=xtphkLM7,xtphkLM7,321,416,302,388,20,54,21,60,59.0,101.0,61.0,105.0,6.0,18.0,2.0,11.0,14,19,9,16,LEG,PIA
2.0,1.7,49.0,51.0,16.0,21.0,1.0,7.0,4.0,3.0,5.0,7.0,2,1,0.72,2.89,9.0,9.0,6.0,5.0,15.0,12.0,1.0,9.0,32.0,36.0,0.0,3.0,8.0,14.0,1.19,1.64,14.0,8.0,55.0,50.0,25.0,17.0,8.0,8.0,0,1,1,0,6.0,0.0,2.89,0.72,1.89,-0.28,0,0,2025-12-14,3.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=UkFcN5Yj,UkFcN5Yj,283,366,316,386,17,42,17,41,75.0,105.0,133.0,173.0,10.0,24.0,8.0,19.0,18,29,8,18,JAG,MOT
0.89,1.71,56.0,44.0,13.0,15.0,3.0,5.0,0.0,5.0,1.0,1.0,2,4,0.21,1.39,5.0,7.0,5.0,3.0,7.0,11.0,6.0,4.0,26.0,17.0,1.0,0.0,21.0,11.0,1.32,1.13,11.0,21.0,60.0,45.0,10.0,44.0,8.0,5.0,0,0,0,0,3.0,3.0,1.39,0.21,0.39,0.21,0,1,2025-12-14,4.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lYpDZHwK,lYpDZHwK,299,400,217,321,35,79,22,68,96.0,160.0,32.0,64.0,7.0,22.0,6.0,10.0,3,7,8,15,RCZ,ZAG
1.45,0.42,56.0,44.0,17.0,9.0,3.0,4.0,2.0,1.0,4.0,4.0,1,1,0.91,0.98,9.0,3.0,5.0,2.0,11.0,3.0,6.0,6.0,32.0,12.0,0.0,2.0,9.0,13.0,0.59,0.66,13.0,9.0,43.0,43.0,14.0,40.0,5.0,7.0,0,1,0,0,3.0,2.0,0.98,0.91,-0.02,-0.09,0,0,2025-12-08,18.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=MDyJWwaC,MDyJWwaC,366,441,280,360,25,52,17,57,109.0,156.0,33.0,62.0,4.0,31.0,5.0,12.0,3,8,10,17,KOR,WPL
1.46,0.95,48.0,52.0,19.0,10.0,3.0,0.0,2.0,1.0,5.0,0.0,2,0,0.82,0.0,8.0,7.0,8.0,3.0,14.0,5.0,5.0,5.0,36.0,19.0,0.0,3.0,11.0,9.0,1.73,0.28,9.0,11.0,39.0,34.0,27.0,33.0,11.0,5.0,0,0,0,0,0.0,2.0,0.0,0.82,0.0,-0.18,0,0,2025-12-07,18.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=Yi5ykLEt,Yi5ykLEt,263,355,305,400,21,60,24,60,70.0,117.0,74.0,122.0,8.0,19.0,1.0,7.0,8,13,10,12,GKS,RCZ
2.06,1.33,62.0,38.0,16.0,9.0,7.0,6.0,5.0,2.0,7.0,5.0,3,4,1.53,1.77,4.0,1.0,5.0,2.0,11.0,5.0,5.0,4.0,38.0,13.0,0.0,0.0,9.0,20.0,1.5,0.25,20.0,9.0,35.0,42.0,16.0,43.0,5.0,1.0,0,1,0,0,4.0,4.0,1.77,1.53,-0.23,-0.47,1,0,2025-12-07,18.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=IuVRUHTO,IuVRUHTO,454,520,256,329,28,44,18,46,172.0,213.0,47.0,72.0,8.0,42.0,3.0,10.0,7,8,6,7,CRA,LPO
0.77,0.68,27.0,73.0,6.0,17.0,1.0,7.0,2.0,1.0,2.0,10.0,1,2,0.57,1.52,3.0,5.0,2.0,5.0,5.0,6.0,1.0,11.0,11.0,28.0,0.0,0.0,10.0,18.0,0.71,1.2,18.0,10.0,50.0,45.0,43.0,12.0,7.0,6.0,0,0,0,0,6.0,0.0,1.52,0.57,0.52,-0.43,0,0,2025-12-07,18.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=hzurVQN7,hzurVQN7,168,239,591,668,17,46,29,46,38.0,69.0,195.0,241.0,5.0,14.0,5.0,32.0,13,18,5,13,JAG,BBT
1.51,1.6,49.0,51.0,13.0,14.0,6.0,7.0,2.0,2.0,5.0,2.0,3,4,2.33,1.69,3.0,4.0,4.0,3.0,11.0,7.0,2.0,7.0,25.0,18.0,3.0,1.0,19.0,13.0,0.76,1.13,13.0,19.0,75.0,73.0,39.0,31.0,7.0,6.0,1,0,0,0,7.0,3.0,1.69,2.33,1.69,0.33,0,0,2025-12-06,18.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=UJbpmaqg,UJbpmaqg,188,297,192,314,26,65,17,73,68.0,113.0,50.0,105.0,3.0,16.0,0.0,9.0,11,19,17,26,LEG,PIA
0.88,0.98,50.0,50.0,15.0,14.0,6.0,6.0,0.0,2.0,4.0,3.0,2,6,1.38,1.52,6.0,7.0,3.0,1.0,11.0,5.0,4.0,9.0,30.0,17.0,1.0,4.0,17.0,6.0,0.75,0.94,6.0,17.0,70.0,48.0,20.0,43.0,16.0,7.0,1,1,0,0,5.0,4.0,1.52,1.38,0.52,-0.62,0,0,2025-12-06,18.0,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=zH1howE5,zH1howE5,282,381,316,392,31,65,15,49,56.0,113.0,72.0,97.0,11.0,26.0,2.0,12.0,7,18,8,15,WID,ZAG
2.23,0.77,44.0,56.0,15.0,10.0,4.0,5.0,7.0,2.0,9.0,7.0,5,2,2.02,1.65,8.0,4.0,3.0,1.0,9.0,3.0,6.0,7.0,35.0,11.0,7.0,2.0,15.0,17.0,1.22,0.8,17.0,15.0,51.0,56.0,27.0,30.0,9.0,7.0,0,0,0,0,3.0,2.0,1.65,2.02,-0.35,0.02,0,0,2025-12-06,18.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=Esk2zMam,Esk2zMam,226,299,328,403,19,47,13,41,97.0,143.0,61.0,89.0,4.0,25.0,2.0,18.0,10,13,9,14,POG,RAD
2.27,0.89,40.0,60.0,17.0,13.0,7.0,2.0,5.0,1.0,6.0,5.0,2,3,2.18,0.78,6.0,6.0,4.0,5.0,15.0,10.0,2.0,3.0,31.0,23.0,2.0,1.0,18.0,13.0,1.35,1.18,13.0,18.0,47.0,45.0,28.0,26.0,8.0,12.0,1,1,0,0,2.0,6.0,0.78,2.18,0.78,1.18,0,0,2025-12-06,18.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=KMtzXnge,KMtzXnge,217,278,371,443,16,46,17,40,74.0,92.0,81.0,109.0,6.0,35.0,7.0,24.0,8,11,8,13,ARK,MOT
1.35,1.72,40.0,60.0,10.0,15.0,5.0,3.0,3.0,2.0,3.0,6.0,5,1,2.87,1.95,4.0,6.0,1.0,6.0,9.0,12.0,1.0,3.0,24.0,30.0,2.0,2.0,4.0,14.0,0.58,0.67,14.0,4.0,36.0,42.0,19.0,24.0,9.0,6.0,0,0,1,2,1.0,0.0,1.95,2.87,-0.05,-2.13,0,0,2025-12-05,18.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=8rNUhUFE,8rNUhUFE,180,252,297,369,12,39,28,52,42.0,81.0,45.0,73.0,0.0,7.0,3.0,12.0,10,14,8,13,GOR,LGD
0.28,0.34,43.0,57.0,8.0,7.0,4.0,1.0,0.0,0.0,3.0,2.0,2,2,0.29,0.05,2.0,6.0,2.0,0.0,7.0,3.0,1.0,4.0,18.0,7.0,0.0,2.0,16.0,8.0,0.73,0.43,8.0,16.0,49.0,50.0,15.0,30.0,5.0,13.0,0,0,0,0,1.0,4.0,0.05,0.29,0.05,0.29,0,0,2025-12-04,8.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=jHJrVdmR,jHJrVdmR,301,371,410,487,39,70,25,54,75.0,113.0,98.0,125.0,7.0,20.0,4.0,21.0,11,12,9,13,CRA,WPL
0.85,2.41,49.0,51.0,4.0,14.0,1.0,4.0,1.0,3.0,5.0,1.0,0,3,0.93,1.21,0.0,6.0,3.0,4.0,3.0,6.0,1.0,8.0,12.0,20.0,2.0,0.0,22.0,9.0,0.38,1.42,9.0,22.0,62.0,52.0,21.0,27.0,13.0,7.0,0,1,0,0,2.0,1.0,1.21,0.93,0.21,-0.07,0,0,2025-12-01,17.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=4z0UPVoS,4z0UPVoS,342,418,376,443,17,40,23,43,47.0,84.0,126.0,158.0,1.0,16.0,4.0,18.0,17,26,12,19,LEG,MOT
0.67,1.78,31.0,69.0,8.0,25.0,2.0,2.0,0.0,3.0,2.0,15.0,0,1,0.27,0.12,4.0,10.0,2.0,13.0,4.0,14.0,4.0,11.0,8.0,41.0,2.0,1.0,13.0,8.0,0.5,1.93,8.0,13.0,37.0,33.0,43.0,12.0,13.0,7.0,3,0,0,0,2.0,2.0,0.12,0.27,0.12,0.27,0,0,2025-11-30,17.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=0r3DTDn3,0r3DTDn3,234,300,582,654,20,53,25,38,31.0,52.0,251.0,306.0,3.0,11.0,10.0,45.0,7,12,6,9,LPO,WPL
1.16,0.84,27.0,73.0,9.0,19.0,4.0,4.0,1.0,1.0,2.0,6.0,2,3,1.11,0.48,4.0,7.0,1.0,8.0,5.0,8.0,4.0,11.0,16.0,27.0,3.0,4.0,18.0,17.0,0.64,0.98,17.0,18.0,48.0,56.0,39.0,21.0,14.0,6.0,0,0,0,0,4.0,4.0,0.48,1.11,0.48,1.11,0,0,2025-11-30,17.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=06o0K99k,06o0K99k,135,224,537,632,17,56,15,40,22.0,47.0,163.0,213.0,2.0,15.0,3.0,21.0,6,11,12,22,JAG,ZAG
0.68,1.7,37.0,63.0,6.0,17.0,2.0,6.0,1.0,2.0,3.0,4.0,1,3,0.53,2.14,0.0,5.0,4.0,6.0,1.0,9.0,5.0,8.0,8.0,19.0,1.0,1.0,15.0,12.0,0.68,0.6,12.0,15.0,50.0,43.0,11.0,25.0,5.0,8.0,0,1,2,0,2.0,1.0,2.14,0.53,-1.86,-0.47,0,1,2025-11-30,17.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=KnQQ5Afd,KnQQ5Afd,222,297,445,504,13,46,19,44,54.0,92.0,75.0,89.0,0.0,14.0,3.0,11.0,7,13,7,12,ARK,RCZ
1.41,1.46,23.0,77.0,9.0,27.0,5.0,3.0,2.0,2.0,3.0,7.0,0,0,2.37,0.53,4.0,10.0,0.0,14.0,6.0,12.0,3.0,15.0,13.0,50.0,1.0,0.0,10.0,17.0,0.76,1.65,17.0,10.0,49.0,41.0,54.0,7.0,10.0,4.0,0,0,0,0,3.0,3.0,0.53,2.37,0.53,0.37,0,0,2025-11-29,17.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=8UsdvV0L,8UsdvV0L,129,204,573,678,8,41,24,58,20.0,45.0,182.0,235.0,3.0,8.0,5.0,30.0,8,18,7,10,GKS,POG
1.77,1.07,53.0,47.0,16.0,11.0,4.0,3.0,1.0,1.0,5.0,4.0,0,3,1.24,1.3,7.0,5.0,5.0,3.0,11.0,7.0,5.0,4.0,36.0,17.0,2.0,3.0,15.0,16.0,1.47,1.09,16.0,15.0,62.0,65.0,28.0,32.0,7.0,13.0,0,0,1,0,2.0,4.0,1.3,1.24,0.3,1.24,0,0,2025-11-29,17.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/korona-kielce-pp78XcbA/szczegoly/statystyki/?mid=nFgmtiW8,nFgmtiW8,312,407,277,373,24,68,21,62,83.0,124.0,54.0,93.0,8.0,21.0,4.0,11.0,9,14,10,14,CRA,KOR
3.15,0.99,55.0,45.0,16.0,4.0,10.0,3.0,5.0,2.0,4.0,2.0,1,2,4.81,1.47,2.0,1.0,4.0,0.0,9.0,4.0,7.0,0.0,37.0,18.0,2.0,0.0,9.0,14.0,2.28,0.26,14.0,9.0,54.0,37.0,21.0,22.0,6.0,13.0,0,0,0,0,2.0,4.0,1.47,4.81,0.47,-0.19,0,0,2025-11-29,17.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=886LRiHF,886LRiHF,443,513,338,421,19,31,20,50,115.0,157.0,67.0,104.0,8.0,21.0,2.0,10.0,19,22,8,15,LGD,BBT
2.02,0.38,48.0,52.0,19.0,9.0,8.0,2.0,3.0,0.0,4.0,0.0,3,2,3.07,0.05,6.0,4.0,5.0,3.0,9.0,1.0,10.0,8.0,21.0,13.0,1.0,2.0,11.0,19.0,0.98,0.4,19.0,11.0,41.0,44.0,28.0,19.0,8.0,7.0,3,0,0,0,2.0,4.0,0.05,3.07,0.05,-0.93,0,0,2025-11-28,17.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=K811Imv2,K811Imv2,376,433,409,469,13,25,24,43,59.0,78.0,113.0,144.0,4.0,15.0,2.0,10.0,10,18,4,11,GOR,RAD
1.18,2.61,68.0,32.0,25.0,10.0,3.0,4.0,1.0,4.0,10.0,4.0,1,3,0.56,2.5,12.0,4.0,10.0,2.0,13.0,7.0,12.0,3.0,45.0,14.0,3.0,1.0,11.0,8.0,1.05,1.04,8.0,11.0,55.0,45.0,15.0,60.0,7.0,8.0,0,0,0,0,2.0,3.0,2.5,0.56,0.5,0.56,0,0,2025-11-28,17.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=vDYRY8Or,vDYRY8Or,479,581,188,273,24,48,27,76,148.0,210.0,37.0,66.0,6.0,36.0,5.0,10.0,8,13,8,13,PIA,WID
2.41,1.19,51.0,49.0,14.0,14.0,6.0,5.0,5.0,3.0,4.0,2.0,2,1,2.51,1.49,4.0,5.0,4.0,4.0,10.0,6.0,4.0,8.0,21.0,19.0,0.0,2.0,9.0,13.0,0.73,1.23,13.0,9.0,50.0,45.0,43.0,16.0,4.0,7.0,1,0,0,1,4.0,0.0,1.49,2.51,0.49,-2.49,0,0,2025-11-24,16.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=lpBDbgmT,lpBDbgmT,271,361,235,335,22,54,22,55,59.0,93.0,50.0,98.0,4.0,10.0,3.0,20.0,5,11,4,10,POG,ZAG
1.45,2.2,56.0,44.0,23.0,13.0,5.0,5.0,2.0,3.0,5.0,4.0,6,4,1.51,1.8,9.0,5.0,9.0,3.0,12.0,10.0,11.0,3.0,23.0,21.0,1.0,2.0,9.0,9.0,0.64,1.02,9.0,9.0,39.0,37.0,23.0,25.0,10.0,7.0,1,2,0,0,1.0,4.0,1.8,1.51,-1.2,0.51,0,1,2025-11-23,16.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=EkNI7WPq,EkNI7WPq,314,390,227,297,13,43,34,60,74.0,103.0,54.0,83.0,4.0,18.0,4.0,17.0,5,8,3,12,KOR,WID
3.1,1.86,53.0,47.0,14.0,23.0,5.0,5.0,6.0,3.0,5.0,5.0,0,2,2.8,1.66,6.0,7.0,3.0,11.0,10.0,12.0,4.0,11.0,24.0,31.0,2.0,0.0,14.0,8.0,1.55,1.93,8.0,14.0,35.0,41.0,16.0,22.0,5.0,10.0,0,0,0,0,4.0,1.0,1.66,2.8,0.66,-1.2,0,0,2025-11-23,16.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=QPlVGz3c,QPlVGz3c,422,497,384,440,27,50,23,47,73.0,101.0,91.0,113.0,4.0,16.0,5.0,15.0,5,12,11,16,LPO,RAD
0.83,1.89,53.0,47.0,13.0,17.0,3.0,5.0,1.0,3.0,6.0,2.0,4,0,0.79,2.06,4.0,5.0,6.0,7.0,5.0,13.0,8.0,4.0,21.0,26.0,0.0,1.0,2.0,12.0,1.53,1.39,12.0,2.0,43.0,61.0,23.0,30.0,10.0,12.0,0,0,0,1,3.0,1.0,2.06,0.79,0.06,-1.21,0,0,2025-11-22,16.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=phEd2yl4,phEd2yl4,362,464,313,413,22,50,24,55,108.0,157.0,74.0,106.0,6.0,22.0,4.0,16.0,13,19,10,24,LGD,LEG
1.04,2.06,58.0,42.0,12.0,13.0,3.0,5.0,4.0,2.0,3.0,2.0,0,2,0.85,2.66,5.0,5.0,4.0,3.0,7.0,7.0,5.0,6.0,20.0,20.0,1.0,1.0,11.0,5.0,0.43,0.49,5.0,11.0,47.0,46.0,23.0,25.0,5.0,19.0,1,2,1,1,2.0,2.0,2.66,0.85,-0.34,-0.15,0,0,2025-11-22,16.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=MirvFEX9,MirvFEX9,413,515,277,369,21,49,23,67,81.0,135.0,79.0,113.0,3.0,15.0,2.0,14.0,6,10,12,18,PIA,RCZ
0.43,0.32,57.0,43.0,8.0,6.0,2.0,5.0,0.0,1.0,4.0,7.0,3,1,0.27,1.43,4.0,0.0,2.0,1.0,3.0,4.0,5.0,2.0,13.0,17.0,2.0,1.0,15.0,16.0,0.84,0.54,16.0,15.0,50.0,45.0,31.0,30.0,12.0,8.0,0,0,0,0,3.0,1.0,1.43,0.27,-0.57,-0.73,0,0,2025-11-22,16.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=YHnpgXAj,YHnpgXAj,454,538,311,396,28,47,24,50,129.0,170.0,58.0,91.0,2.0,19.0,3.0,18.0,9,14,6,14,CRA,MOT
