xg_gosp,xg_gosc,posiadanie_gosp,posiadanie_gosc,strzaly_gosp,strzaly_gosc,celne_gosp,celne_gosc,wielkie_szanse_gosp,wielkie_szanse_gosc,rozne_gosp,rozne_gosc,zk_gosp,zk_gosc,xgot_gosp,xgot_gosc,strzaly_niecelne_gosp,strzaly_niecelne_gosc,strzaly_zablokowane_gosp,strzaly_zablokowane_gosc,strzaly_pk_gosp,strzaly_pk_gosc,strzaly_spoza_pk_gosp,strzaly_spoza_pk_gosc,kontakty_pk_gosp,kontakty_pk_gosc,spalone_gosp,spalone_gosc,rzuty_wolne_gosp,rzuty_wolne_gosc,xa_gosp,xa_gosc,faule_gosp,faule_gosc,pojedynki_gosp,pojedynki_gosc,wybicia_gosp,wybicia_gosc,przechwyty_gosp,przechwyty_gosc,bledy_strzal_gosp,bledy_strzal_gosc,bledy_gol_gosp,bledy_gol_gosc,obrony_bramkarza_gosp,obrony_bramkarza_gosc,xgot_przeciw_gosp,xgot_przeciw_gosc,zapobiegniecia_gosp,zapobiegniecia_gosc,czk_gosc,czk_gosp,data_meczu_flash,kolejka_flash,url,flash_id,podania_sk_gosp,podania_wszy_gosp,podania_sk_gosc,podania_wszy_gosc,dl_pod_sk_gosp,dl_pod_wszy_gosp,dl_pod_sk_gosc,dl_pod_wszy_gosc,pod_strefa_sk_gosp,pod_strefa_wszy_gosp,pod_strefa_sk_gosc,pod_strefa_wszy_gosc,dosrod_sk_gosp,dosrod_wszy_gosp,dosrod_sk_gosc,dosrod_wszy_gosc,odbiory_sk_gosp,odbiory_wszy_gosp,odbiory_sk_gosc,odbiory_wszy_gosc,gospodarz,gosc
2.66,2.61,54.0,46.0,24.0,15.0,11.0,7.0,4.0,3.0,6.0,2.0,4,1,4.94,3.27,6.0,5.0,7.0,3.0,13.0,11.0,11.0,4.0,29.0,23.0,0.0,2.0,12.0,18.0,1.07,0.61,18.0,12.0,35.0,50.0,18.0,41.0,7.0,7.0,0,1,0,0,4.0,8.0,3.27,4.94,0.27,0.94,0,0,2026-03-01,23.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=fwz6gGOF,fwz6gGOF,292,371,249,323,21,52,16,47,88.0,131.0,42.0,70.0,7.0,18.0,6.0,14.0,5,14,6,10,LPO,RCZ
1.75,1.03,58.0,42.0,10.0,17.0,5.0,1.0,2.0,1.0,4.0,7.0,1,0,2.29,0.02,3.0,7.0,2.0,9.0,8.0,9.0,2.0,8.0,28.0,33.0,1.0,0.0,14.0,14.0,1.18,1.9,14.0,14.0,50.0,52.0,33.0,27.0,4.0,9.0,0,0,0,1,1.0,3.0,0.02,2.29,0.02,0.29,0,0,2026-03-01,23.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=zmrEifgS,zmrEifgS,373,462,250,328,16,54,26,54,116.0,147.0,89.0,137.0,5.0,16.0,9.0,23.0,10,15,6,15,JAG,LEG
1.25,1.51,37.0,63.0,20.0,16.0,3.0,4.0,1.0,5.0,8.0,9.0,2,1,0.69,1.63,8.0,7.0,9.0,5.0,10.0,10.0,10.0,6.0,28.0,30.0,4.0,2.0,8.0,18.0,1.14,1.76,18.0,8.0,45.0,49.0,35.0,27.0,9.0,5.0,0,0,0,1,3.0,2.0,1.63,0.69,0.63,-0.31,0,0,2026-03-01,23.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=nieNraAc,nieNraAc,193,260,374,460,19,41,17,36,66.0,92.0,103.0,146.0,3.0,20.0,7.0,25.0,15,20,10,14,BBT,RAD
2.95,1.86,42.0,58.0,16.0,15.0,6.0,5.0,4.0,3.0,3.0,3.0,3,1,3.04,1.43,3.0,5.0,7.0,5.0,12.0,10.0,4.0,5.0,30.0,44.0,0.0,0.0,11.0,11.0,1.11,0.64,11.0,11.0,45.0,49.0,40.0,26.0,8.0,13.0,1,2,0,0,4.0,3.0,1.43,3.04,0.43,0.04,0,0,2026-02-28,23.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/gornik-zabrze-2LH3Ywq4/szczegoly/statystyki/?mid=nDWcexf3,nDWcexf3,243,323,357,445,26,60,32,66,61.0,103.0,76.0,114.0,4.0,12.0,4.0,18.0,11,16,11,18,GKS,GOR
1.51,1.68,49.0,51.0,12.0,22.0,4.0,4.0,4.0,3.0,2.0,10.0,4,1,1.28,1.6,6.0,7.0,2.0,11.0,10.0,15.0,2.0,7.0,22.0,39.0,1.0,2.0,15.0,14.0,1.62,0.97,14.0,15.0,68.0,50.0,54.0,24.0,5.0,7.0,1,1,0,0,4.0,2.0,1.6,1.28,1.6,-0.72,0,0,2026-02-28,23.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=rJlWtwuA,rJlWtwuA,274,349,257,341,20,42,17,59,62.0,90.0,73.0,116.0,4.0,15.0,12.0,39.0,11,20,13,16,KOR,MOT
0.7,0.84,40.0,60.0,9.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,3,2,0.86,0.49,4.0,5.0,2.0,1.0,4.0,7.0,5.0,1.0,15.0,21.0,1.0,3.0,13.0,9.0,0.56,0.93,9.0,13.0,41.0,44.0,34.0,16.0,7.0,4.0,0,0,0,0,2.0,2.0,0.49,0.86,0.49,-0.14,0,1,2026-02-28,23.0,https://www.flashscore.pl/mecz/pilka-nozna/pogon-szczecin-Um9YwPQ0/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=bij3ZfXq,bij3ZfXq,230,310,381,461,25,55,14,47,52.0,91.0,79.0,124.0,4.0,12.0,6.0,26.0,9,11,7,12,POG,WID
1.2,2.41,51.0,49.0,11.0,14.0,3.0,7.0,1.0,8.0,4.0,1.0,0,1,1.05,2.39,4.0,6.0,4.0,1.0,8.0,11.0,3.0,3.0,21.0,30.0,2.0,5.0,13.0,9.0,0.53,2.14,9.0,13.0,66.0,55.0,52.0,43.0,6.0,2.0,0,0,0,0,4.0,2.0,2.39,1.05,0.39,-0.95,0,0,2026-02-27,23.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=Kp3yLeIj,Kp3yLeIj,191,305,174,295,19,74,18,73,46.0,99.0,56.0,125.0,4.0,16.0,6.0,12.0,3,10,6,14,ARK,LGD
1.19,1.81,48.0,52.0,11.0,9.0,4.0,5.0,3.0,3.0,2.0,1.0,3,1,1.56,2.38,6.0,2.0,1.0,2.0,5.0,7.0,5.0,2.0,13.0,27.0,2.0,1.0,11.0,15.0,0.84,0.74,15.0,11.0,43.0,46.0,35.0,27.0,12.0,4.0,0,0,0,0,2.0,2.0,2.38,1.56,-0.62,-0.44,0,0,2026-02-27,23.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=6HgBXY1d,6HgBXY1d,295,385,312,405,15,58,23,62,68.0,104.0,72.0,114.0,2.0,11.0,6.0,19.0,8,12,5,7,CRA,PIA
1.17,1.18,70.0,30.0,18.0,11.0,7.0,5.0,1.0,2.0,11.0,2.0,2,4,0.59,1.3,4.0,4.0,7.0,2.0,15.0,8.0,3.0,3.0,47.0,16.0,1.0,0.0,15.0,11.0,1.48,0.89,11.0,15.0,57.0,46.0,18.0,79.0,4.0,9.0,0,3,0,0,3.0,6.0,1.3,0.59,-0.7,0.59,0,0,2026-02-23,22.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=hCODSnKa,hCODSnKa,396,493,131,224,19,53,18,68,110.0,167.0,28.0,63.0,4.0,41.0,4.0,7.0,8,12,5,9,LGD,ZAG
0.3,1.6,42.0,58.0,7.0,11.0,1.0,4.0,0.0,3.0,1.0,5.0,1,1,0.13,1.87,3.0,5.0,3.0,2.0,3.0,7.0,4.0,4.0,8.0,24.0,1.0,1.0,16.0,12.0,0.38,1.96,12.0,16.0,44.0,46.0,23.0,25.0,8.0,2.0,0,0,0,0,2.0,0.0,1.87,0.13,-0.13,-0.87,0,0,2026-02-22,22.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=ngQTO4JO,ngQTO4JO,307,374,433,519,20,55,19,49,47.0,72.0,126.0,177.0,3.0,13.0,0.0,13.0,7,11,14,17,KOR,LPO
2.35,0.91,63.0,37.0,21.0,9.0,3.0,2.0,3.0,1.0,9.0,3.0,3,5,0.87,0.66,11.0,4.0,7.0,3.0,15.0,5.0,6.0,4.0,50.0,19.0,7.0,0.0,16.0,18.0,2.59,0.44,18.0,16.0,57.0,54.0,19.0,38.0,6.0,9.0,0,2,0,0,1.0,2.0,0.66,0.87,-0.34,-0.13,1,0,2026-02-22,22.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=bXgnsnZh,bXgnsnZh,421,507,226,299,24,45,17,45,159.0,203.0,53.0,89.0,8.0,27.0,1.0,10.0,12,20,9,18,JAG,RAD
1.48,1.03,44.0,56.0,12.0,11.0,6.0,5.0,4.0,1.0,5.0,4.0,4,2,2.28,1.4,3.0,1.0,3.0,5.0,7.0,7.0,5.0,4.0,19.0,23.0,2.0,2.0,15.0,10.0,0.15,0.97,10.0,15.0,55.0,38.0,33.0,28.0,12.0,5.0,1,0,1,1,4.0,4.0,1.4,2.28,0.4,0.28,0,0,2026-02-22,22.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/gks-katowice-K4AgRmS1/szczegoly/statystyki/?mid=Q1vZZURP,Q1vZZURP,206,295,271,382,21,64,19,64,58.0,104.0,82.0,139.0,1.0,15.0,8.0,20.0,6,10,6,9,ARK,GKS
0.7,1.01,43.0,57.0,7.0,14.0,4.0,4.0,2.0,2.0,1.0,4.0,1,1,1.23,1.94,2.0,3.0,1.0,7.0,5.0,9.0,2.0,5.0,20.0,26.0,0.0,3.0,8.0,11.0,0.9,1.12,11.0,8.0,42.0,41.0,31.0,16.0,7.0,2.0,0,0,0,1,3.0,2.0,1.94,1.23,0.94,-0.77,0,0,2026-02-21,22.0,https://www.flashscore.pl/mecz/pilka-nozna/legia-warszawa-K6kUepBs/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=pnL5U8km,pnL5U8km,337,401,456,529,25,52,37,62,99.0,123.0,123.0,156.0,5.0,18.0,7.0,20.0,6,12,11,16,LEG,WPL
0.34,1.14,47.0,53.0,11.0,7.0,2.0,2.0,0.0,1.0,4.0,5.0,3,5,0.56,0.65,6.0,3.0,3.0,2.0,5.0,4.0,6.0,3.0,19.0,14.0,3.0,1.0,18.0,12.0,0.5,0.26,12.0,18.0,40.0,30.0,16.0,31.0,9.0,7.0,0,1,0,0,1.0,2.0,0.65,0.56,-0.35,0.56,0,0,2026-02-21,22.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=ERCMQQlC,ERCMQQlC,345,407,396,466,22,38,15,39,93.0,126.0,63.0,99.0,1.0,21.0,1.0,14.0,6,9,4,8,GOR,POG
2.04,1.12,55.0,45.0,9.0,20.0,4.0,5.0,2.0,2.0,4.0,6.0,0,3,0.61,0.89,3.0,8.0,2.0,7.0,8.0,9.0,1.0,11.0,23.0,28.0,0.0,1.0,15.0,10.0,1.22,1.18,10.0,15.0,55.0,60.0,37.0,27.0,8.0,8.0,4,0,0,0,5.0,4.0,0.89,0.61,0.89,-0.39,0,0,2026-02-21,22.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=QJevq84t,QJevq84t,320,414,235,338,23,55,26,61,87.0,128.0,75.0,115.0,6.0,20.0,6.0,22.0,14,17,14,18,BBT,RCZ
0.97,0.81,41.0,59.0,14.0,12.0,4.0,1.0,1.0,1.0,9.0,3.0,5,4,0.88,0.01,3.0,7.0,7.0,4.0,7.0,7.0,7.0,5.0,23.0,16.0,1.0,2.0,13.0,21.0,1.01,0.2,21.0,13.0,61.0,60.0,33.0,39.0,10.0,11.0,2,1,0,0,1.0,4.0,0.01,0.88,0.01,0.88,0,0,2026-02-20,22.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=0dj3w4YH,0dj3w4YH,217,304,351,457,25,62,17,45,60.0,103.0,48.0,92.0,1.0,21.0,0.0,6.0,15,22,10,15,CRA,WID
1.9,1.07,60.0,40.0,18.0,9.0,4.0,6.0,2.0,1.0,6.0,3.0,3,1,0.91,2.38,7.0,3.0,7.0,0.0,14.0,6.0,4.0,3.0,43.0,16.0,4.0,3.0,16.0,11.0,2.04,0.96,11.0,16.0,60.0,42.0,18.0,23.0,2.0,9.0,2,0,0,0,4.0,3.0,2.38,0.91,0.38,-0.09,0,0,2026-02-20,22.0,https://www.flashscore.pl/mecz/pilka-nozna/motor-lublin-IoLk2VlL/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=fameuQ35,fameuQ35,472,547,290,372,26,47,26,65,163.0,210.0,51.0,76.0,11.0,26.0,1.0,10.0,3,8,11,15,MOT,PIA
1.18,1.17,30.0,70.0,12.0,22.0,3.0,3.0,2.0,1.0,2.0,10.0,2,0,1.74,0.37,4.0,12.0,5.0,7.0,8.0,11.0,4.0,11.0,21.0,45.0,1.0,0.0,9.0,12.0,1.13,0.87,12.0,9.0,38.0,45.0,40.0,19.0,10.0,9.0,0,1,0,0,3.0,2.0,0.37,1.74,0.37,0.74,0,0,2026-02-16,21.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/nieciecza-YNkK4khO/szczegoly/statystyki/?mid=WMJe3Wjl,WMJe3Wjl,166,247,511,599,24,53,33,61,51.0,88.0,133.0,183.0,4.0,16.0,3.0,23.0,6,8,7,13,GOR,BBT
2.8,0.94,48.0,52.0,19.0,15.0,10.0,7.0,7.0,2.0,7.0,6.0,0,2,3.83,0.71,7.0,2.0,2.0,6.0,13.0,10.0,6.0,5.0,36.0,33.0,1.0,2.0,7.0,15.0,1.1,1.04,15.0,7.0,48.0,51.0,26.0,20.0,9.0,5.0,1,0,0,1,6.0,6.0,0.71,3.83,0.71,0.83,0,0,2026-02-15,21.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=Y7imCRZI,Y7imCRZI,358,435,387,467,21,45,19,47,88.0,116.0,88.0,123.0,6.0,14.0,7.0,17.0,14,19,9,16,LPO,PIA
1.77,0.74,56.0,44.0,20.0,11.0,4.0,1.0,2.0,1.0,8.0,7.0,3,4,1.48,0.05,6.0,6.0,10.0,4.0,11.0,7.0,9.0,4.0,36.0,16.0,0.0,3.0,15.0,15.0,1.24,0.4,15.0,15.0,43.0,56.0,34.0,40.0,6.0,7.0,0,0,0,0,1.0,3.0,0.01,1.76,0.01,0.76,0,0,2026-02-15,21.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=AT6NHV5s,AT6NHV5s,345,420,260,333,20,49,18,48,108.0,153.0,35.0,73.0,7.0,26.0,4.0,21.0,7,12,5,11,ARK,POG
0.43,3.13,59.0,41.0,7.0,15.0,3.0,9.0,0.0,5.0,2.0,2.0,3,7,0.34,3.2,1.0,3.0,3.0,3.0,6.0,13.0,1.0,2.0,27.0,35.0,3.0,1.0,11.0,9.0,0.57,1.43,9.0,11.0,49.0,56.0,38.0,45.0,7.0,13.0,1,1,0,0,5.0,2.0,3.2,0.34,0.2,-0.66,0,0,2026-02-15,21.0,https://www.flashscore.pl/mecz/pilka-nozna/lechia-gdansk-GGLmkiK8/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=SlD41AL0,SlD41AL0,313,414,195,298,22,53,18,60,57.0,107.0,60.0,108.0,2.0,24.0,4.0,12.0,5,10,13,19,LGD,MOT
0.97,2.29,49.0,51.0,10.0,15.0,1.0,4.0,1.0,4.0,5.0,2.0,4,4,0.06,1.64,5.0,9.0,4.0,2.0,5.0,7.0,5.0,8.0,24.0,31.0,3.0,2.0,12.0,16.0,0.7,1.05,16.0,12.0,53.0,54.0,29.0,37.0,10.0,8.0,0,0,0,0,2.0,1.0,1.64,0.06,-0.36,0.06,0,0,2026-02-14,21.0,https://www.flashscore.pl/mecz/pilka-nozna/widzew-lodz-rNOIW3uC/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=0vTP8hTQ,0vTP8hTQ,294,374,316,386,27,60,26,60,65.0,113.0,76.0,112.0,4.0,18.0,4.0,17.0,10,18,9,16,WID,WPL
0.21,1.51,35.0,65.0,8.0,19.0,2.0,9.0,0.0,3.0,2.0,8.0,3,3,0.25,1.43,5.0,6.0,1.0,4.0,4.0,10.0,4.0,9.0,10.0,33.0,0.0,1.0,16.0,17.0,0.14,1.12,17.0,16.0,48.0,73.0,52.0,23.0,12.0,4.0,0,1,0,0,8.0,2.0,1.43,0.25,1.43,0.25,0,0,2026-02-14,21.0,https://www.flashscore.pl/mecz/pilka-nozna/rakow-czestochowa-SQOrbYim/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=02BCaljD,02BCaljD,167,258,379,477,22,71,9,41,29.0,71.0,103.0,144.0,1.0,9.0,4.0,27.0,5,13,5,13,RCZ,ZAG
1.4,0.86,43.0,57.0,12.0,17.0,3.0,4.0,2.0,1.0,4.0,6.0,3,4,0.65,0.7,5.0,10.0,4.0,3.0,6.0,9.0,6.0,8.0,12.0,24.0,1.0,1.0,19.0,11.0,0.94,0.67,11.0,19.0,56.0,43.0,30.0,15.0,6.0,4.0,0,1,0,0,4.0,3.0,0.7,0.65,0.7,0.65,0,0,2026-02-14,21.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/jagiellonia-bialystok-lIDaZJTc/szczegoly/statystyki/?mid=WreWF9zf,WreWF9zf,252,321,353,428,17,50,14,37,48.0,66.0,107.0,153.0,5.0,13.0,2.0,19.0,12,18,11,18,CRA,JAG
1.87,0.69,45.0,55.0,13.0,11.0,2.0,4.0,4.0,3.0,6.0,7.0,2,3,1.42,0.66,5.0,5.0,6.0,2.0,9.0,7.0,4.0,4.0,31.0,19.0,1.0,2.0,11.0,15.0,1.69,0.74,15.0,11.0,46.0,49.0,34.0,30.0,10.0,11.0,0,0,0,0,3.0,1.0,0.66,1.42,-0.34,0.42,0,0,2026-02-13,21.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=v9bvEm56,v9bvEm56,257,335,314,409,21,46,15,54,59.0,87.0,76.0,120.0,6.0,22.0,5.0,23.0,10,11,5,12,GKS,LEG
1.73,0.35,73.0,27.0,24.0,4.0,6.0,2.0,2.0,2.0,12.0,1.0,2,4,1.53,1.35,8.0,1.0,10.0,1.0,17.0,2.0,7.0,2.0,57.0,9.0,0.0,0.0,19.0,10.0,1.43,0.24,10.0,19.0,77.0,57.0,26.0,64.0,10.0,10.0,0,0,2,0,0.0,6.0,1.35,1.53,-0.65,1.53,1,1,2026-02-13,21.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/radomiak-radom-zD5nYhAT/szczegoly/statystyki/?mid=voGiNirK,voGiNirK,438,532,110,199,16,41,24,67,168.0,232.0,33.0,79.0,7.0,31.0,0.0,9.0,13,19,12,21,KOR,RAD
1.08,1.42,59.0,41.0,16.0,8.0,3.0,3.0,2.0,4.0,7.0,2.0,2,1,0.48,0.21,8.0,3.0,5.0,2.0,10.0,6.0,6.0,2.0,31.0,20.0,0.0,2.0,8.0,7.0,0.93,0.95,7.0,8.0,53.0,46.0,27.0,36.0,7.0,9.0,0,0,0,1,2.0,2.0,0.21,0.48,0.21,-0.52,0,0,2026-02-09,20.0,https://www.flashscore.pl/mecz/pilka-nozna/piast-gliwice-ve2oT9ck/wisla-plock-QoZYVU3E/szczegoly/statystyki/?mid=vPvHAEbE,vPvHAEbE,467,544,291,377,20,41,30,76,176.0,221.0,59.0,94.0,6.0,29.0,7.0,24.0,8,14,6,11,PIA,WPL
0.57,0.37,29.0,71.0,8.0,9.0,4.0,1.0,1.0,1.0,3.0,7.0,4,1,1.05,0.25,4.0,6.0,0.0,2.0,5.0,5.0,3.0,4.0,16.0,15.0,3.0,0.0,11.0,17.0,0.34,0.59,17.0,11.0,54.0,65.0,44.0,11.0,10.0,10.0,1,1,0,0,1.0,3.0,0.25,1.05,0.25,0.05,0,0,2026-02-08,20.0,https://www.flashscore.pl/mecz/pilka-nozna/gks-katowice-K4AgRmS1/widzew-lodz-rNOIW3uC/szczegoly/statystyki/?mid=betFjg7r,betFjg7r,130,223,429,544,18,57,32,75,31.0,67.0,92.0,142.0,1.0,9.0,4.0,28.0,16,26,14,23,GKS,WID
1.83,0.82,50.0,50.0,16.0,11.0,5.0,1.0,3.0,1.0,3.0,2.0,1,1,0.65,0.43,6.0,7.0,5.0,3.0,8.0,5.0,8.0,6.0,29.0,16.0,1.0,1.0,13.0,12.0,1.16,0.64,12.0,13.0,65.0,51.0,26.0,33.0,14.0,7.0,2,1,0,0,1.0,5.0,0.43,0.65,0.43,0.65,0,0,2026-02-08,20.0,https://www.flashscore.pl/mecz/pilka-nozna/radomiak-radom-zD5nYhAT/rakow-czestochowa-SQOrbYim/szczegoly/statystyki/?mid=W8vNlXye,W8vNlXye,334,417,328,422,30,62,17,55,108.0,149.0,107.0,151.0,3.0,18.0,3.0,9.0,15,20,11,16,RAD,RCZ
1.28,1.38,57.0,43.0,17.0,20.0,6.0,8.0,2.0,2.0,7.0,5.0,3,2,1.09,1.69,6.0,9.0,5.0,3.0,9.0,13.0,8.0,7.0,24.0,30.0,2.0,3.0,13.0,11.0,1.29,0.85,11.0,13.0,54.0,46.0,31.0,33.0,15.0,18.0,2,0,0,0,7.0,5.0,1.69,1.09,0.69,0.09,0,0,2026-02-08,20.0,https://www.flashscore.pl/mecz/pilka-nozna/nieciecza-YNkK4khO/pogon-szczecin-Um9YwPQ0/szczegoly/statystyki/?mid=IwQYANhc,IwQYANhc,330,434,234,335,16,53,21,58,90.0,140.0,80.0,129.0,6.0,27.0,3.0,21.0,10,15,12,15,BBT,POG
1.27,1.47,52.0,48.0,17.0,13.0,4.0,4.0,2.0,2.0,7.0,3.0,1,3,0.43,1.48,6.0,4.0,7.0,5.0,12.0,7.0,5.0,6.0,29.0,18.0,1.0,0.0,21.0,12.0,0.89,1.82,12.0,21.0,57.0,42.0,9.0,36.0,13.0,7.0,0,0,0,0,2.0,4.0,1.48,0.43,0.48,0.43,0,0,2026-02-07,20.0,https://www.flashscore.pl/mecz/pilka-nozna/gornik-zabrze-2LH3Ywq4/lech-poznan-OpNH7Ouf/szczegoly/statystyki/?mid=zF0l3BZj,zF0l3BZj,368,427,345,421,30,52,17,43,100.0,125.0,69.0,103.0,10.0,36.0,4.0,7.0,10,19,3,8,GOR,LPO
3.0,1.8,54.0,46.0,23.0,13.0,12.0,5.0,9.0,3.0,7.0,7.0,2,1,3.13,1.79,7.0,2.0,4.0,6.0,17.0,11.0,6.0,2.0,43.0,22.0,0.0,2.0,16.0,11.0,2.37,1.03,11.0,16.0,71.0,40.0,27.0,23.0,7.0,12.0,2,1,0,0,4.0,7.0,1.79,3.13,0.79,-0.87,0,0,2026-02-07,20.0,https://www.flashscore.pl/mecz/pilka-nozna/jagiellonia-bialystok-lIDaZJTc/motor-lublin-IoLk2VlL/szczegoly/statystyki/?mid=SzYVnB67,SzYVnB67,345,417,274,354,30,53,25,53,119.0,157.0,60.0,95.0,12.0,23.0,2.0,15.0,18,25,9,19,JAG,MOT
0.93,1.6,44.0,56.0,3.0,14.0,2.0,7.0,1.0,3.0,3.0,7.0,1,5,1.51,2.45,1.0,3.0,0.0,4.0,3.0,9.0,0.0,5.0,10.0,23.0,2.0,0.0,15.0,11.0,0.45,1.32,11.0,15.0,60.0,45.0,29.0,16.0,6.0,9.0,1,0,0,1,5.0,0.0,2.45,1.51,0.45,-0.49,0,0,2026-02-07,20.0,https://www.flashscore.pl/mecz/pilka-nozna/arka-gdynia-feEez0Ei/legia-warszawa-K6kUepBs/szczegoly/statystyki/?mid=84G9AgsH,84G9AgsH,255,350,359,448,21,58,13,46,32.0,66.0,90.0,131.0,2.0,12.0,7.0,18.0,12,16,8,10,ARK,LEG
1.17,1.69,61.0,39.0,19.0,9.0,6.0,5.0,1.0,3.0,10.0,5.0,1,4,0.63,1.5,5.0,2.0,8.0,2.0,10.0,7.0,9.0,2.0,41.0,17.0,1.0,1.0,13.0,18.0,1.4,0.68,18.0,13.0,52.0,44.0,17.0,41.0,7.0,7.0,1,0,0,0,4.0,5.0,1.5,0.63,0.5,-0.37,1,0,2026-02-06,20.0,https://www.flashscore.pl/mecz/pilka-nozna/cracovia-KvXSf2A6/lechia-gdansk-GGLmkiK8/szczegoly/statystyki/?mid=4W9I8XBT,4W9I8XBT,337,413,190,264,19,35,10,45,103.0,150.0,46.0,83.0,7.0,30.0,3.0,11.0,8,12,9,12,CRA,LGD
2.26,1.42,61.0,39.0,20.0,10.0,5.0,3.0,2.0,1.0,4.0,4.0,1,0,2.0,1.28,5.0,3.0,10.0,4.0,15.0,7.0,5.0,3.0,42.0,27.0,1.0,1.0,16.0,12.0,2.4,0.51,12.0,16.0,56.0,56.0,23.0,32.0,3.0,7.0,0,1,0,1,2.0,4.0,1.28,2.0,0.28,1.0,0,0,2026-02-06,20.0,https://www.flashscore.pl/mecz/pilka-nozna/korona-kielce-pp78XcbA/zaglebie-lubin-tlYOere0/szczegoly/statystyki/?mid=4fOt91N9,4fOt91N9,350,428,192,272,27,62,22,53,100.0,138.0,44.0,79.0,8.0,23.0,5.0,13.0,5,10,8,15,KOR,ZAG
1.87,2.79,48.0,52.0,14.0,23.0,3.0,6.0,3.0,5.0,3.0,9.0,1,2,1.06,1.33,7.0,12.0,4.0,5.0,10.0,18.0,4.0,5.0,38.0,44.0,3.0,3.0,9.0,10.0,1.39,2.1,10.0,9.0,44.0,43.0,37.0,40.0,8.0,7.0,4,0,0,0,6.0,2.0,1.33,1.06,1.33,0.06,0,0,2026-02-03,4.0,https://www.flashscore.pl/mecz/pilka-nozna/lech-poznan-OpNH7Ouf/piast-gliwice-ve2oT9ck/szczegoly/statystyki/?mid=6XZjSZVg,6XZjSZVg,285,363,306,397,30,58,26,61,78.0,117.0,84.0,119.0,8.0,21.0,9.0,27.0,5,9,9,13,LPO,PIA
