kolejka,gospodarz,gosc,wynik_1x2,p_home,p_draw,p_away,log_loss
27,Radomiak Radom,Motor Lublin,D,0.47793044485711184,0.2392555958734127,0.2828139592694754,1.4302228596920321
27,Pogoń Szczecin,Legia Warszawa,A,0.4285866773508414,0.24209650517151932,0.32931681747763913,1.1107350205192954
27,GKS Katowice,Wisła Płock,H,0.4473271912137748,0.26085263376663226,0.2918201750195929,0.8044649807335068
27,Raków Częstochowa,Widzew Łódź,D,0.5291978158546607,0.25935400165470457,0.2114481824906345,1.3495613487502454
27,Jagiellonia Białystok,Lech Poznań,D,0.3985913603256751,0.2390946196143687,0.36231402005995633,1.4308959074294796
28,Wisła Płock,Lechia Gdańsk,H,0.4158004388960273,0.25204013134194914,0.3321594297620237,0.8775498480127804
28,Legia Warszawa,Górnik Zabrze,D,0.4989501140313357,0.24993808247689225,0.25111180349177215,1.3865420618876239
28,Motor Lublin,Raków Częstochowa,D,0.29780931973099334,0.25616723084826987,0.4460234494207368,1.3619248022734884
28,Zagłębie Lubin,Radomiak Radom,H,0.4023783931615896,0.2658066884867271,0.3318149183516834,0.910362356564699
28,Korona Kielce,Jagiellonia Białystok,D,0.3821739431115783,0.24560241418073067,0.3722236427076909,1.404041253031359
28,Cracovia,Arka Gdynia,D,0.5964460630862194,0.23377071389218385,0.16978322302159674,1.4534144991579343
28,Lech Poznań,GKS Katowice,D,0.5933130307728697,0.21809367982695535,0.1885932894001748,1.5228305845210939
28,Piast Gliwice,Pogoń Szczecin,A,0.3671508682259033,0.26059457763156585,0.37225455414253106,0.988177373396062
28,Widzew Łódź,Bruk-Bet Termalica Nieciecza,H,0.5153989361603891,0.24137478487660735,0.24322627896300353,0.6628140448707968
29,Arka Gdynia,Jagiellonia Białystok,A,0.24776645617628296,0.2372443470896878,0.5149891967340291,0.6636093557539032
29,Bruk-Bet Termalica Nieciecza,Wisła Płock,A,0.38571788099457954,0.2570416677150386,0.35724045129038207,1.0293461908977892
29,Legia Warszawa,Zagłębie Lubin,H,0.5900029842565226,0.22731884564641908,0.1826781700970582,0.5276276840332611
29,Lechia Gdańsk,Piast Gliwice,D,0.4606696109326547,0.24981128799220573,0.28951910107513973,1.3870494941922937
29,Górnik Zabrze,Korona Kielce,H,0.46227392946637047,0.2602751384215418,0.2774509321120876,0.7715976426856782
29,Radomiak Radom,Widzew Łódź,H,0.4203467061051962,0.26825403203493636,0.31139926185986755,0.8666754175081453
29,Pogoń Szczecin,Lech Poznań,A,0.39377710425755924,0.24307160698978025,0.3631512887526605,1.0129357581198986
29,GKS Katowice,Motor Lublin,H,0.4886764282556057,0.23718146346209446,0.2741421082822999,0.7160547094367159
29,Raków Częstochowa,Cracovia,H,0.49540805026820295,0.26655018076922793,0.23804176896256896,0.7023735120221644
30,Wisła Płock,Radomiak Radom,A,0.41895214860258007,0.2673574834598215,0.31369036793759836,1.1593488689505649
30,Lechia Gdańsk,Raków Częstochowa,A,0.3462086721381365,0.25336878948594493,0.4004225383759185,0.9152349434751283
30,Zagłębie Lubin,Bruk-Bet Termalica Nieciecza,A,0.4719400699161071,0.24727513233625795,0.2807847977476351,1.2701667473714273
30,Korona Kielce,GKS Katowice,D,0.45793448197875414,0.2516683292492612,0.2903971887719846,1.3796432121345883
30,Cracovia,Pogoń Szczecin,D,0.42334000428183033,0.25234447384085157,0.32431552187731794,1.3769601652236343
30,Lech Poznań,Legia Warszawa,H,0.4718445793823029,0.24730099736912928,0.2808544232485675,0.7511056285911613
30,Jagiellonia Białystok,Górnik Zabrze,A,0.47566058236744535,0.2411504799254527,0.2831889377071023,1.2616409796942096
30,Piast Gliwice,Arka Gdynia,H,0.540029999027014,0.2534175542638591,0.20655244670912695,0.61613058721314
30,Widzew Łódź,Motor Lublin,H,0.4835989453441348,0.2486355313550873,0.26776552330077796,0.7264993410872712
31,Arka Gdynia,Górnik Zabrze,D,0.27791485083687417,0.2651617032059818,0.4569234459571439,1.3274154383154189
31,Legia Warszawa,Widzew Łódź,H,0.5373338367139167,0.24673287787099696,0.21593328541508636,0.621135707771612
31,Motor Lublin,Lech Poznań,A,0.2671350127962116,0.23370830095999942,0.499156686243789,0.6948352320298994
31,Zagłębie Lubin,Cracovia,D,0.3417362390787052,0.2811468203058995,0.37711694061539514,1.2688782539080956
31,Radomiak Radom,Lechia Gdańsk,H,0.43844877842902696,0.23983445003798057,0.3217167715329926,0.8245122848730337
31,Pogoń Szczecin,Wisła Płock,H,0.5254261295296381,0.23818114283341485,0.23639272763694694,0.6435456703262165
31,Korona Kielce,Piast Gliwice,D,0.4405838640826953,0.26835217933605193,0.29106395658125284,1.3154550591474397
31,GKS Katowice,Bruk-Bet Termalica Nieciecza,H,0.5215561378851975,0.22807576178304914,0.2503681003317533,0.6509383633833459
31,Raków Częstochowa,Jagiellonia Białystok,A,0.496877753467006,0.24031853576512072,0.26280371076787323,1.3363478723500863
32,Wisła Płock,Motor Lublin,A,0.46330519338161985,0.253836299855275,0.2828585067631049,1.2628084824707297
32,Bruk-Bet Termalica Nieciecza,Legia Warszawa,A,0.28382541124366084,0.23818901580736102,0.4779855729489779,0.7381747290612792
32,Górnik Zabrze,Zagłębie Lubin,A,0.5171723471569721,0.2571150623523556,0.22571259049067227,1.4884928125290051
32,Cracovia,Radomiak Radom,D,0.47782250978414503,0.2593519511677644,0.26282553904809053,1.349569254913377
32,Lech Poznań,Arka Gdynia,D,0.7010637730715956,0.1822176471250865,0.11671857980331789,1.7025534430556832
32,Raków Częstochowa,Korona Kielce,H,0.5402247218828843,0.2435993763016618,0.21617590181545404,0.6157700743559219
32,Jagiellonia Białystok,Pogoń Szczecin,H,0.46019198160259456,0.22487381612999074,0.3149342022674144,0.776111525255842
32,Piast Gliwice,GKS Katowice,D,0.4407973131559824,0.2626312899118768,0.29657139693214085,1.337004169939559
32,Widzew Łódź,Lechia Gdańsk,H,0.42058338434340664,0.25339715679894254,0.32601945885765077,0.866112521145777
33,Arka Gdynia,Bruk-Bet Termalica Nieciecza,A,0.3848847400367584,0.25542417178882687,0.35969108817441475,1.0225097043049833
33,Wisła Płock,Górnik Zabrze,A,0.36620471698634044,0.27893415801415206,0.3548611249995077,1.0360287632287866
33,Lechia Gdańsk,Legia Warszawa,A,0.3619574672992446,0.2426011345926427,0.39544139810811285,0.9277526744138366
33,Motor Lublin,Cracovia,D,0.3589243878512529,0.25936538668388387,0.3817102254648631,1.3495174520714743
33,Zagłębie Lubin,Pogoń Szczecin,A,0.3360860215531716,0.25401082531277436,0.4099031531340538,0.8918343590543624
33,Radomiak Radom,Lech Poznań,A,0.2952385432255181,0.25187962658862545,0.4528818301858565,0.792124048045999
33,Korona Kielce,Widzew Łódź,H,0.44677589187848954,0.2669259898781938,0.28629811824331663,0.805698170542549
33,GKS Katowice,Jagiellonia Białystok,D,0.3929014691532093,0.23873611687833776,0.3683624139684528,1.4323964505127074
33,Piast Gliwice,Raków Częstochowa,A,0.32806703760372186,0.2803637095556656,0.39156925284061256,0.9375928881586064
34,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,H,0.3763625334534085,0.23248189163555832,0.3911555749110331,0.9772024154032448
34,Legia Warszawa,Motor Lublin,H,0.6090751100422543,0.20882001165597408,0.1821048783017717,0.49581368547446236
34,Górnik Zabrze,Radomiak Radom,H,0.4890055516744541,0.2550942985416679,0.25590014978387793,0.7153814364542181
34,Pogoń Szczecin,GKS Katowice,D,0.5290053162604614,0.22627490404153888,0.24471977969799977,1.4860046293479279
34,Cracovia,Korona Kielce,D,0.45840749946742626,0.26381853239461023,0.27777396813796346,1.3324937894810505
34,Lech Poznań,Wisła Płock,D,0.6063411429544574,0.22446965502791652,0.16918920201762624,1.4940147478492107
34,Raków Częstochowa,Arka Gdynia,H,0.6383402631800679,0.21375266542902954,0.14790707139090248,0.44888380993766375
34,Jagiellonia Białystok,Zagłębie Lubin,H,0.5715793862629427,0.22168033231576095,0.20674028142129633,0.5593518967976023
34,Widzew Łódź,Piast Gliwice,H,0.40928585547173973,0.2828851022668664,0.3078290422613937,0.8933414539315396
